artist,gender,category,genre,
Betty Madigan,female,American_female_singers,,
Betty Mars,female,French_female_singers,classic eurovision,
Betty McGlown,female,African-American_female_singers,,
Betty Noyes,female,American_female_singers,movie tunes,
Betty Roché,female,American_female_jazz_singers,,
Betty Roe,female,English_female_singers,,
Betty Smith,female,English_female_singers,,
Betty Wand,female,American_female_singers,,
Betty White,female,American_female_singers,,
Betty Who,female,Australian_female_pop_singers,"australian dance, dance pop, electropop, indie poptimism, indietronica, metropopolis, pop",
Betty Wright,female,African-American_female_singers,"classic soul, funk, motown, quiet storm, soul, southern soul",
Bettye LaVette,female,African-American_female_singer-songwriters,"soul, southern soul",
Bettye Swann,female,African-American_female_singer-songwriters,"classic soul, motown, soul, southern soul",
Beulah,female,English_female_singer-songwriters,,
Bev Pegg,male,English_male_singers,,
Bev Sage,female,English_female_singers,,
Beverlei Brown,female,British_female_singers,smooth soul,
Beverley Craven,female,British_female_singers,new wave pop,
Beverley Knight,female,English_female_singers,"british soul, neo soul",
Beverley Mahood,female,Canadian_female_singers,canadian country,
Beverley Martyn,female,English_female_singers,,
Beverley Mitchell,female,American_female_country_singers,,
Beverly Bivens,female,American_female_singers,,
Beverly Crawford,female,American_female_singer-songwriters,"contemporary gospel, gospel, praise",
Beverly D'Angelo,female,American_female_singers,,
Beverly Kenney,female,American_female_jazz_singers,,
Beverly Lee,female,American_female_pop_singers,,
Beverly Mae Wilson,female,American_female_country_singers,,
Beverly McClellan,female,American_female_singers,deep talent show,
Beverly Tyler,female,American_female_singers,,
Beverly Watkins,female,African-American_female_singers,,
Beyoncé,female,African-American_female_singers,"dance pop, pop, post-teen pop, r&b",
Beñat Achiary,male,French_male_singers,basque folk,
Bhi Bhiman,male,American_male_guitarists,,
Bhinda Jatt,male,American_male_singer-songwriters,bhangra,
Bi Ribeiro,male,Male_guitarists,,
Bianca Halstead,female,American_female_guitarists,,
Bianca Moon,female,Australian_female_singers,,
Bianca Ryan,female,American_female_singers,,
Bias Boshell,male,English_male_singers,,
Bibi Johns,female,Swedish_female_singers,,
Bibi McGill,female,American_female_guitarists,,
Biel Ballester,male,Male_guitarists,"gypsy jazz, jazz catala",
Bif Naked,female,Canadian_female_singers,"canadian indie, canadian rock, candy pop, lilith",
Biff Blumfumgagnge,male,American_male_guitarists,,
Biff Byford,male,English_male_singer-songwriters,"modern hard rock, nwocr",
Biff Rose,male,American_male_singers,,
Big Ali,male,American_male_singer-songwriters,,
Big Bad Smitty,male,American_male_guitarists,,
Big Bill Broonzy,male,American_male_guitarists,"acoustic blues, blues, chicago blues, country blues, traditional blues, traditional folk",
Big Bill Morganfield,male,American_male_guitarists,"blues, electric blues",
Big Body Bes,male,American_male_rappers,,
Big Boi,male,African-American_male_rappers,"atl hip hop, dirty south rap, hip hop, southern hip hop",
Big Boy Henry,male,African-American_male_singers,piedmont blues,
Big Daddy Kane,male,African-American_male_rappers,"east coast hip hop, electro, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap",
Big Daddy Kinsey,male,American_male_guitarists,chicago blues,
Big Dave McLean,male,Male_guitarists,canadian blues,
Big Dee Irwin,male,American_male_singers,,
Big Ed,male,African-American_male_rappers,,
Big Fase 100,male,African-American_male_rappers,,
Big George,male,English_male_composers,,
Big Gipp,male,African-American_male_rappers,atl hip hop,
Big Hawk,male,African-American_male_rappers,,
Big Jack Johnson,male,American_male_guitarists,delta blues,
Big Joe Maher,male,American_male_singer-songwriters,,
Big Joe Turner,male,American_male_singers,"blues, boogie-woogie, jump blues, rhythm and blues, rock-and-roll, rockabilly, traditional blues",
Big Joe Williams,male,American_male_guitarists,"acoustic blues, blues, country blues, delta blues, traditional blues",
Big John Greer,male,American_male_singers,rhythm and blues,
Big K.R.I.T.,male,African-American_male_rappers,"alternative hip hop, conscious hip hop, dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap, underground hip hop",
Big Kenny,male,American_country_singers,big band,
Big Kuntry King,male,African-American_male_rappers,"atl hip hop, dirty south rap, gangster rap, rap, southern hip hop, trap",
Big L,male,African-American_male_rappers,"contemporary country, country, country dawn, country road, modern country rock",
Big Lurch,male,African-American_male_rappers,dfw rap,
Big Mama Thornton,female,African-American_female_singers,"acoustic blues, blues, electric blues, harmonica blues, rhythm and blues, texas blues, traditional blues",
Big Maybelle,female,American_female_singers,"blues, jump blues, rhythm and blues, southern soul",
Big Mello,male,African-American_male_rappers,dirty texas rap,
Big Mike,male,African-American_male_rappers,"dirty south rap, dirty texas rap, gangster rap",
Big Moe,male,African-American_male_rappers,"dirty south rap, gangster rap, houston rap",
Big Noyd,male,African-American_male_rappers,"hardcore hip hop, queens hip hop",
Big Pokey,male,African-American_male_rappers,"crunk, deep southern trap, dirty south rap, gangster rap, houston rap",
Big Pooh,male,African-American_male_rappers,"alternative hip hop, nc hip hop",
Big Rube,male,African-American_male_rappers,atl hip hop,
Big Scoob,male,African-American_male_rappers,"country rap, rap rock",
Big Sean,male,African-American_male_rappers,"detroit hip hop, hip hop, pop rap, rap, southern hip hop, trap",
Big Shug,male,African-American_male_rappers,"boom bap, boston hip hop, hardcore hip hop",
Big Smo,male,American_country_singers,"country rap, redneck",
Big Syke,male,African-American_male_rappers,"g funk, west coast rap",
Big Time Sarah,female,American_female_singers,,
Big Tuck,male,African-American_male_rappers,"deep southern trap, dfw rap, dirty south rap, gangster rap, southern hip hop, trap",
"Bijan ""RythmiK"" Williams",male,American_male_singers,,
Bijou Phillips,female,American_female_rock_singers,,
Bikram Singh,male,American_male_singers,"bhangra, desi pop",
Bilal,male,American_male_singers,"alternative r&b, indie r&b, indie soul, neo soul, urban contemporary",
Bilal Salaam,male,American_male_singer-songwriters,,
Bilinda Butcher,female,English_female_singers,"chillwave, indie dream pop, japanese shoegaze, nu gaze",
Bilja Krsti?,female,Female_rock_singers,narodna muzika,
"Bill ""Peg Pants"" Beach",male,American_male_guitarists,,
Bill Anderson,male,American_country_singers,nashville sound,
Bill Bailey,male,English_male_composers,,
Bill Barth,male,American_male_guitarists,,
Bill Barwick,male,American_country_singers,,
Bill Beach,male,American_male_singers,,
Bill Black,male,American_male_guitarists,modern southern rock,
Bill Boyd,male,American_country_singers,middle earth,
Bill Browning,male,American_country_singers,rhythm and boogie,
Bill Burnett,male,American_male_singers,,
Bill Caddick,male,English_male_singers,,
Bill Callahan,male,American_male_singer-songwriters,"alternative country, anti-folk, art pop, art rock, chamber pop, chamber psych, freak folk, indie folk, indie rock, slow core",
Bill Carlisle,male,American_country_singers,traditional country,
Bill Carroll,male,American_male_singer-songwriters,,
Bill Carson,male,American_country_singers,,
Bill Caswell,male,American_country_singers,,
Bill Chambers,male,Australian_male_singers,"australian americana, australian country",
Bill Champlin,male,American_male_guitarists,"deep soft rock, yacht rock",
Bill Cheatham,male,American_male_guitarists,,
Bill Chinnock,male,American_male_guitarists,,
Bill Coday,male,American_male_singers,"southern soul, southern soul blues",
Bill Connors,male,American_male_guitarists,"ecm-style jazz, jazz guitar",
Bill Cowsill,male,American_male_singers,,
Bill Cunningham,male,American_male_guitarists,,
Bill Danoff,male,American_male_singers,,
Bill Davis,male,American_country_singers,australian r&b,
Bill DeArango,male,American_male_guitarists,jazz guitar,
Bill DeLoach,male,American_male_guitarists,,
Bill Dees,male,American_country_singers,,
Bill Dickens,male,American_male_guitarists,,
Bill Doss,male,American_male_guitarists,,
Bill Dykes,male,American_male_singers,,
Bill Engvall,male,American_country_singers,"clean comedy, comedy, comic",
Bill Farrell,male,American_male_singers,,
Bill Fay,male,English_male_singers,"alternative country, british folk, chamber pop, folk rock, freak folk, indie folk, slow core",
Bill Flagg,male,American_country_singers,"rockabilly, vintage rockabilly",
Bill Fox,male,American_male_guitarists,gbvfi,
Bill Gaither,male,American_male_guitarists,southern gospel,
Bill Grainer,male,American_male_singer-songwriters,,
Bill Haley,male,American_male_guitarists,"adult standards, brill building pop, rock-and-roll, rockabilly",
Bill Hayes,male,American_male_singers,,
Bill Holford,male,American_country_singers,,
Bill Hudson,male,American_male_guitarists,,
Bill Janovitz,male,American_male_singers,,
Bill Johnson,male,American_male_singers,,
Bill Jorgenson,male,American_country_singers,,
Bill Kelliher,male,American_male_guitarists,,
Bill Kenny,male,African-American_male_singers,"bass house, deep groove house, electro house, house",
Bill Kirchen,male,American_male_guitarists,,
Bill LaBounty,male,American_country_singers,"deep soft rock, yacht rock",
Bill Lee,male,American_male_singers,,
Bill Leen,male,American_male_guitarists,,
Bill Leverty,male,American_male_guitarists,,
Bill Lister,male,American_country_singers,,
Bill MacCormick,male,English_male_singers,,
Bill Madden,male,American_male_guitarists,,
Bill McCue,male,Scottish_male_singers,traditional scottish folk,
Bill McKinney,male,American_country_singers,,
Bill Medley,male,American_country_singers,soft rock,
Bill Monroe,male,American_country_singers,"appalachian folk, bluegrass, bluegrass gospel, old-time, progressive bluegrass, traditional country, traditional folk, yodeling",
Bill Morrissey,male,American_male_singers,"contemporary folk, folk, new england americana",
Bill Myrick,male,American_country_singers,,
Bill Nershi,male,American_male_guitarists,,
Bill Oddie,male,English_male_composers,,
Bill Orcutt,male,American_male_guitarists,"american primitive, drone, drone folk, experimental, experimental rock, fourth world, freak folk, free improvisation, new weird america",
Bill Payne,male,American_male_singer-songwriters,,
Bill Peck,male,American_male_guitarists,,
Bill Perry,male,American_male_guitarists,"modern blues, power blues-rock",
Bill Phillips,male,American_country_singers,classic country pop,
Bill Pitman,male,American_male_guitarists,,
Bill Potter,male,American_male_singers,,
Bill Priddle,male,Canadian_male_singers,,
Bill Quateman,male,American_male_singers,deep soft rock,
Bill Ramsey,male,American_male_singers,"classic schlager, vintage schlager",
Bill Reynolds,male,American_male_guitarists,,
Bill Rice,male,American_country_singers,arkansas country,
Bill Rieflin,male,American_male_singers,,
Bill Robinson,male,American_male_singers,,
Bill Ruppert,male,American_male_guitarists,,
Bill Schneider,male,American_male_guitarists,,
Bill Sims,male,American_male_singers,,
Bill Sinegal,male,American_male_guitarists,,
Bill Spooner,male,American_male_guitarists,,
Bill Staines,male,American_male_singer-songwriters,"contemporary folk, folk",
Bill Steer,male,English_male_singers,,
Bill Taft,male,American_male_singers,,
Bill Tarmey,male,English_male_singers,,
Bill Whitten,male,American_male_guitarists,,
Bill Withers,male,African-American_male_singers,"funk, motown, quiet storm, soul",
Bill Worrell,male,American_male_guitarists,,
Bill Wray,male,American_male_singers,,
Bill and Boyd,male,Australian_male_singers,,
Billey Shamrock,male,Swedish_male_singers,,
Billie Black,female,English_female_singers,,
Billie Carleton,female,English_female_singers,,
Billie Eilish,female,American_female_singers,"electropop, pop",
Billie Godfrey,female,English_female_pop_singers,,
Billie Holiday,female,African-American_female_singer-songwriters,"adult standards, jazz blues, lounge, soul, torch song, vocal jazz",
Billie Jean Horton,female,American_female_country_singers,,
Billie Jo Spears,female,American_female_country_singers,classic country pop,
Billie Joe Armstrong,male,American_male_guitarists,,
Billie Marten,female,English_female_singer-songwriters,"british singer-songwriter, chamber pop, indie anthem-folk, indie folk, indie pop",
Billie Maxwell,female,American_female_country_singers,cowboy western,
Billie Myers,female,English_female_pop_singers,,
Billie Piper,female,English_female_pop_singers,"bubblegum dance, dance pop, europop",
Billie Poole,female,American_female_jazz_singers,,
Billie Ray Martin,female,British_female_singers,"deep progressive trance, diva house, vocal house",
"Billy ""Crash"" Craddock",male,American_male_singers,,
Billy Banks,male,American_male_singers,,
Billy Bass Nelson,male,American_male_guitarists,,
Billy Bauer,male,American_male_guitarists,jazz guitar,
Billy Baxter,male,Australian_male_singers,,
Billy Bean,male,American_male_guitarists,jazz guitar,
Billy Bob Thornton,male,American_country_singers,arkansas country,
Billy Boy Arnold,male,American_male_guitarists,"blues, electric blues, harmonica blues, traditional blues",
Billy Bragg,male,English_male_singer-songwriters,"alternative rock, anti-folk, folk, folk punk, folk rock, permanent wave, roots rock, singer-songwriter, traditional folk, uk americana",
Billy Bremner,male,Male_guitarists,pub rock,
Billy Briggs,male,American_male_guitarists,country boogie,
Billy Burnette,male,American_male_guitarists,,
Billy Butler,male,American_male_guitarists,"chicago soul, northern soul",
Billy Childish,male,English_male_singers,"garage rock, kent indie, medway sound, punk blues",
Billy Connolly,male,Male_guitarists,"british comedy, comedy, comic",
Billy Constable,male,American_male_guitarists,,
Billy Corgan,male,American_male_guitarists,alternative rock,
Billy Crawford,male,American_male_singers,"opm, pinoy r&b",
Billy Cross,male,American_male_guitarists,,
Billy Crystal,male,American_male_singers,,
Billy Currington,male,American_country_singers,"contemporary country, country, country road, modern country rock",
Billy Daniels,male,American_male_singers,,
Billy Davis Jr.,male,American_male_singers,,
Billy Dean,male,American_country_singers,"bluegrass gospel, country, country road",
Billy Drease Williams,male,African-American_male_rappers,,
Billy Earl McClelland,male,American_male_guitarists,,
Billy Eckstine,male,American_male_guitarists,"adult standards, big band, swing, vocal jazz",
Billy Edd Wheeler,male,American_country_singers,,
Billy Etheridge,male,American_male_guitarists,,
Billy Flynn,male,American_male_guitarists,"chicago blues, electric blues",
Billy Fury,male,English_male_singers,"adult standards, brill building pop, british invasion, merseybeat, rock-and-roll, rockabilly",
Billy Garland,male,American_male_guitarists,,
Billy Gibbons,male,American_male_guitarists,,
Billy Gilman,male,American_male_singers,country,
Billy Gilmore,male,American_male_guitarists,,
Billy Gould,male,American_male_guitarists,,
Billy Grammer,male,American_country_singers,deep adult standards,
Billy Graziadei,male,American_male_guitarists,,
Billy Greer,male,American_male_guitarists,,
Billy Griffin,male,American_male_singers,,
Billy Hayes,male,American_male_singers,,
Billy Hector,male,American_male_guitarists,blues band,
Billy Hinsche,male,American_male_guitarists,,
Billy Hodges,male,American_male_singers,,
Billy Hoffman,male,American_country_singers,,
Billy Howerdel,male,American_male_guitarists,,
Billy Idol,male,English_male_singers,"album rock, classic rock, dance rock, hard rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock",
Billy Iuso,male,American_male_guitarists,new orleans funk,
Billy J. Kramer,male,English_male_singers,"brill building pop, british invasion, bubblegum pop, classic uk pop, folk rock, merseybeat, rock-and-roll",
Billy Jenkins,male,Male_guitarists,,
Billy Joe Royal,male,American_country_singers,"brill building pop, bubblegum pop, folk rock, merseybeat, swamp pop",
Billy Joe Shaver,male,American_country_singers,"alternative country, country rock, folk, outlaw country, roots americana, roots rock, texas country, traditional folk",
Billy Joe Walker Jr.,male,American_country_singers,,
Billy Joel,male,American_male_pop_singers,"album rock, classic rock, folk rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",
Billy Jones,male,American_male_guitarists,,
Billy Karren,male,American_male_guitarists,,
Billy Kersands,male,American_male_singers,,
Billy Kinsley,male,English_male_singers,,
Billy Klippert,male,Canadian_male_singers,,
Billy Lee Riley,male,American_country_singers,"arkansas country, rock-and-roll, rockabilly",
Billy Lewis Jr,male,American_male_singers,,
Billy Lyall,male,Scottish_male_singers,,
Billy Mackel,male,American_male_guitarists,,
Billy Mackenzie,male,Male_new_wave_singers,scottish new wave,
Billy Magnussen,male,American_male_guitarists,,
Billy Martin,male,American_male_guitarists,,
Billy Mayerl,male,English_male_composers,,
Billy McIsaac,male,Male_guitarists,,
Billy McLaughlin,male,American_male_guitarists,"fingerstyle, rumba",
Billy Milano,male,American_male_guitarists,,
Billy Mize,male,American_country_singers,"bakersfield sound, vintage rockabilly",
Billy Mohler,male,American_male_guitarists,,
Billy Montana,male,American_country_singers,,
Billy Morris,male,American_male_guitarists,,
Billy Mure,male,American_male_guitarists,"exotica, lounge",
Billy Newton-Davis,male,Canadian_male_singers,,
Billy Nicholls,male,English_male_singers,freakbeat,
Billy Ocean,male,English_male_singers,"dance rock, disco, europop, mellow gold, motown, new romantic, new wave pop, soft rock, yacht rock",
Billy Parker,male,American_country_singers,oklahoma country,
Billy Paul,male,American_male_singers,"classic soul, disco, motown, philly soul, quiet storm, soul, southern soul",
Billy Peek,male,American_male_guitarists,,
Billy Peterson,male,American_male_guitarists,,
Billy Porter,male,American_male_singers,"broadway, hollywood, show tunes",
Billy Preston,male,American_male_singer-songwriters,"funk, motown, soul",
Billy Rancher,male,American_male_guitarists,,
Billy Rankin,male,Male_guitarists,,
Billy Ray Cyrus,male,American_country_singers,"country, country road",
Billy Rich,male,American_male_guitarists,,
Billy Riker,male,American_male_guitarists,,
Billy Rush,male,American_male_guitarists,,
Billy Rush Masters,male,American_male_guitarists,,
Billy Sawilchik,male,American_male_guitarists,,
Billy Sheehan,male,American_male_guitarists,"instrumental rock, neo classical metal",
Billy Sherrill,male,American_country_singers,,
Billy Sherwood,male,American_male_guitarists,,
Billy Sprague,male,American_male_singers,deep christian rock,
Billy Squier,male,American_male_guitarists,"album rock, classic rock, country rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock",
Billy Stewart,male,American_male_singers,"chicago soul, classic soul, funk, motown, soul",
Billy Strange,male,American_male_guitarists,space age pop,
Billy Swan,male,American_country_singers,swamp pop,
Billy TK,male,Male_guitarists,,
Billy Talbot,male,American_male_guitarists,,
Billy Thorpe,male,Australian_male_singers,australian rock,
Billy Todd,male,American_male_singers,,
Billy Tourtelot,male,American_male_guitarists,,
Billy Vaughn,male,American_male_singers,"adult standards, ballroom, easy listening, lounge, space age pop",
Billy Vera,male,American_male_singers,,
Billy Walker,male,American_country_singers,traditional country,
Billy West,male,American_male_guitarists,,
Billy Whitlock,male,American_male_singers,music hall,
Billy Williams,male,American_male_singers,deep adult standards,
Billy Williamson,male,American_male_guitarists,,
Billy Woods,male,American_male_rappers,"alternative hip hop, escape room",
Billy Wright,male,American_male_singers,jump blues,
Billy Yates,male,American_country_singers,deep contemporary country,
Billy Zoom,male,American_male_guitarists,,
Bina Mistry,female,British_female_singers,bhangra,
Bing Crosby,male,American_crooners,"adult standards, easy listening, lounge",
Binnie Hale,female,English_female_singers,,
Birdengine,male,English_male_singers,,
Birdman,male,African-American_male_rappers,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop",
Birdy,female,English_female_singers,"neo mellow, pop",
Birgit Bidder,female,Swedish_female_singers,,
Birgit Finnilä,female,Swedish_female_singers,,
Birgit Nilsson,female,Swedish_female_singers,"classical performance, classical soprano, opera",
Birgitta Svendén,female,Swedish_female_singers,,
Biréli Lagrène,male,Male_guitarists,"french jazz, gypsy jazz, jazz fusion, jazz guitar",
Biscuit Miller,male,African-American_male_singers,,
Bishnu Priya,female,British_female_singers,,
Bishop Briggs,female,British_female_singers,"electropop, indie poptimism, modern alternative rock, modern rock, pop",
Bishop Dready Manning,male,American_male_guitarists,,
Bishop Lamont,male,African-American_male_rappers,west coast rap,
Bishop Nehru,male,African-American_male_rappers,"alternative hip hop, underground hip hop",
Bitmap,male,English_male_singers,,
Bitty McLean,male,British_male_singers,"lovers rock, modern reggae, reggae, roots reggae, uk reggae",
Bix Brent,female,American_female_singers,,
Bixio Cherubini,male,Male_songwriters,,
Biz Markie,male,African-American_male_rappers,"east coast hip hop, electro, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap",
Bizarre,male,African-American_male_rappers,detroit hip hop,
Bizz,male,American_male_guitarists,,
Bizzle,male,African-American_male_rappers,"christian hip hop, christian trap",
Bizzy Bone,male,African-American_male_rappers,"chicano rap, gangster rap",
Björk,female,Female_rock_singers,"alternative dance, art pop, electronica, electropop, experimental pop, experimental vocal, icelandic experimental, icelandic pop, metropopolis, permanent wave, trip hop",
Björn Kjellman,male,Swedish_male_singers,,
Björn Lodin,male,Swedish_male_singers,,
Björn Skifs,male,Swedish_male_singers,"classic swedish pop, europop, swedish pop",
Björn Strid,male,Swedish_male_singers,,
Bjørn Fongaard,male,Male_guitarists,microtonal,
Black,male,English_male_singer-songwriters,"pop, pop rap",
Black Ace,male,American_male_guitarists,,
Black Allan Barker,male,Australian_male_singers,,
Black Cobain,male,African-American_male_rappers,dmv rap,
Black Francis,male,American_male_guitarists,western mass indie,
Black Milk,male,African-American_male_rappers,"alternative hip hop, boom bap, detroit hip hop, hip hop, underground hip hop",
Black Pegasus,male,American_male_rappers,,
Black Rob,male,African-American_male_rappers,"hardcore hip hop, harlem hip hop, hip hop, hip pop",
Black Thought,male,African-American_male_rappers,"alternative hip hop, east coast hip hop, hip hop, southern hip hop",
Blackbear,male,American_male_rappers,"pop, pop rap",
Blackie Lawless,male,American_male_guitarists,,
Blacko,male,French_male_singers,"australian garage punk, australian indie, chamber psych, indie rock",
Blackstratblues,male,Male_guitarists,"indian indie, indian rock",
Blag Dahlia,male,American_male_singers,,
Blaine Cook,male,American_male_singers,,
Blaine L. Reininger,male,American_male_singers,,
Blaine Larsen,male,American_country_singers,"country, country road, modern country rock",
Blair Late,male,American_male_singers,,
Blair MacKichan,male,English_male_singers,,
Blair Tefkin,female,American_female_singer-songwriters,,
Blair Thornton,male,Canadian_male_singers,,
Blaire Reinhard,female,American_female_pop_singers,,
Blake Aaron,male,American_male_guitarists,smooth jazz,
Blake Harnage,male,American_male_guitarists,,
Blake Jenner,male,American_male_singers,,
Blake Judd,male,American_male_guitarists,,
Blake Lewis,male,American_male_guitarists,idol,
Blake McIver Ewing,male,American_male_singers,,
Blake Michael,male,American_male_singers,,
Blake Morgan,male,American_male_guitarists,,
Blake Reid,male,Canadian_male_singers,alberta country,
Blake Schwarzenbach,male,American_male_guitarists,,
Blake Sennett,male,American_male_guitarists,,
Blake Shelton,male,American_country_singers,"contemporary country, country, country road, oklahoma country",
Blake Wise,male,American_country_singers,modern country rock,
Blame Sally,female,American_female_guitarists,,
Blanca,female,American_female_singers,"anthem worship, ccm, christian pop",
Blanche Calloway,female,African-American_female_singers,,
Blanche Ring,female,American_female_singers,vaudeville,
Blanche d'Antigny,female,French_female_singers,,
Blaq Poet,male,African-American_male_rappers,"boom bap, flick hop, hardcore hip hop, queens hip hop, underground rap",
Blaqstarr,male,American_male_singers,bmore,
Blaze Bayley,male,English_male_singers,"metal, power metal, speed metal",
Bleona,female,American_female_singers,,
Blind Alfred Reed,male,American_country_singers,"appalachian folk, country gospel, vintage country folk, vintage old-time",
Blind Blake,male,American_male_guitarists,"acoustic blues, bahamian folk, blues, country blues, piedmont blues, ragtime, traditional blues",
Blind Boy Fuller,male,American_male_guitarists,"acoustic blues, blues, country blues, piedmont blues, traditional blues",
Blind Connie Williams,male,American_male_guitarists,,
Blind James Campbell,male,American_male_guitarists,,
Blind Joe Hill,male,American_male_guitarists,,
Blind Joe Reynolds,male,American_male_guitarists,deep delta blues,
Blind Joe Taggart,male,American_male_guitarists,"country gospel, deep delta blues, vintage country folk, vintage gospel",
Blind John Davis,male,American_male_singers,"boogie-woogie, piano blues",
Blind Lemon Jefferson,male,American_male_guitarists,"acoustic blues, appalachian folk, blues, country blues, delta blues, gospel blues, jug band, texas blues, traditional blues",
Blind Mississippi Morris,male,American_male_guitarists,harmonica blues,
Blind Roosevelt Graves,male,American_male_guitarists,deep delta blues,
Blind Simmie Dooley,male,American_country_singers,,
Blind Uncle Gaspard,male,American_male_guitarists,cajun,
Blind Willie Johnson,male,American_male_guitarists,"acoustic blues, blues, country blues, gospel blues, texas blues, traditional blues, traditional folk",
Blind Willie McTell,male,American_male_guitarists,"acoustic blues, appalachian folk, blues, country blues, delta blues, piedmont blues, traditional blues, traditional folk",
Blind Willie Walker,male,American_male_guitarists,,
Blinky,female,American_female_singers,,
Blinky Blink,male,African-American_male_rappers,,
Blixa Bargeld,male,Male_guitarists,industrial,
Blood Raw,male,African-American_male_rappers,"dirty south rap, gangster rap, rap, southern hip hop, trap",
Blossom Dearie,female,American_female_jazz_singers,"adult standards, cool jazz, jazz, lounge, swing, vocal jazz",
Blu,male,African-American_male_rappers,"cali rap, trap",
Blu Cantrell,female,African-American_female_singer-songwriters,"hip pop, r&b, urban contemporary",
Blue Hamilton,male,American_male_singer-songwriters,,
Blue Lu Barker,female,American_female_jazz_singers,"new orleans jazz, vintage swing",
Blue Raspberry,female,African-American_female_singers,,
Blue Roses,female,English_female_singer-songwriters,,
Blueprint,male,African-American_male_rappers,"abstract hip hop, alternative hip hop, underground rap",
Blues Boy Willie,male,American_male_singers,,
Blues Saraceno,male,American_male_guitarists,"modern alternative rock, modern blues rock, rebel blues",
Bnois King,male,American_male_guitarists,"electric blues, modern blues, power blues-rock",
Bo Bice,male,American_male_singers,idol,
Bo Bruce,female,English_female_pop_singers,vocal trance,
Bo Carter,male,American_male_guitarists,hollywood,
Bo Diddley,male,American_male_guitarists,"blues, blues rock, chicago blues, classic rock, electric blues, funk, rhythm and blues, rock-and-roll, rockabilly, soul, traditional blues",
Bo Johan Renck,male,Swedish_male_singers,,
Bo Koster,male,American_male_guitarists,,
Bo Ratliff,male,American_country_singers,rhythm and boogie,
Bo Weavil Jackson,male,American_male_guitarists,"deep delta blues, piedmont blues",
Bob & Gene,male,American_male_singers,,
Bob Atcher,male,American_country_singers,,
Bob Ayala,male,American_male_singers,,
Bob Babbitt,male,American_male_guitarists,,
Bob Baldori,male,American_male_guitarists,,
Bob Beckham,male,American_country_singers,,
Bob Bennett,male,American_male_guitarists,deep christian rock,
Bob Berryhill,male,American_male_guitarists,,
Bob Birch,male,American_male_guitarists,,
Bob Bissonnette,male,Canadian_male_singers,rock quebecois,
Bob Blue,male,American_male_singer-songwriters,"blues, electric blues, soul, soul blues, southern soul",
Bob Bogle,male,American_male_guitarists,,
Bob Boykin,male,American_male_guitarists,,
Bob Bradley,male,English_male_singers,,
Bob Brozman,male,American_male_guitarists,"country blues, jig and reel, slack-key guitar",
Bob Bushnell,male,American_male_guitarists,,
Bob Carlisle,male,American_male_singers,christian music,
Bob Carroll,male,American_male_singers,,
Bob Casale,male,American_male_guitarists,,
Bob Catley,male,English_male_singers,melodic hard rock,
Bob Childers,male,American_country_singers,"ok indie, oklahoma country, red dirt",
Bob Coltman,male,American_male_singers,,
Bob Cranford,male,American_male_singers,,
Bob Cranshaw,male,American_male_guitarists,jazz double bass,
Bob Crawford,male,American_male_guitarists,,
Bob Crosby,male,American_male_singers,big band,
Bob Daisley,male,Male_guitarists,,
Bob DeVos,male,American_male_guitarists,jazz guitar,
Bob DiPiero,male,American_country_singers,,
Bob Dorough,male,American_male_singers,,
Bob Dunn,male,American_male_guitarists,"ambient, compositional ambient, drift, drone, neoclassical, nu age, sound art, warm drone",
Bob Dylan,male,American_country_singers,"album rock, classic rock, country rock, folk, folk rock, mellow gold, rock, roots rock, singer-songwriter",
Bob Eberly,male,American_male_singers,,
Bob Farrell,male,American_male_singers,,
Bob Frank,male,American_country_singers,,
Bob Franke,male,American_male_singer-songwriters,contemporary folk,
Bob Gaddy,male,American_male_singers,,
Bob Gallion,male,American_country_singers,honky tonk,
Bob Gaudio,male,American_male_singers,,
Bob Gentry,male,American_male_guitarists,"brill building pop, country rock, traditional folk",
Bob Gibson,male,American_male_guitarists,american folk revival,
Bob Glaub,male,American_male_guitarists,,
Bob Hames,male,American_male_guitarists,,
Bob Hart,male,American_male_guitarists,brill building pop,
Bob Height,male,American_male_singers,,
Bob Hite,male,American_male_guitarists,,
Bob Johnstone,male,American_male_singers,,
Bob Kakaha,male,American_male_guitarists,,
Bob Kirkpatrick,male,American_male_guitarists,texas blues,
Bob Klose,male,Male_guitarists,,
Bob Kulick,male,American_male_guitarists,,
Bob Lind,male,American_male_guitarists,psychedelic folk rock,
Bob Livingston,male,American_country_singers,,
Bob Log III,male,American_male_guitarists,"garage punk blues, one-person band, punk blues",
Bob Luman,male,American_country_singers,"rock-and-roll, rockabilly",
Bob Lynch,male,Male_guitarists,,
Bob Maize,male,American_male_guitarists,,
Bob Manning,male,American_male_singers,deep adult standards,
Bob Margolin,male,American_male_guitarists,"electric blues, modern blues",
Bob Markley,male,American_male_singer-songwriters,,
Bob Marley,male,Male_guitarists,reggae,
Bob Martin,male,American_male_singer-songwriters,,
Bob Mayo,male,American_male_guitarists,,
