artist,gender,category,genre,
Bob McBride,male,Canadian_male_singers,,
Bob McFadden,male,American_male_singers,,
Bob McGrath,male,American_male_singers,"""canadian childrens music""",
Bob Montgomery,male,American_country_singers,,
Bob Moore,male,American_male_guitarists,classic soul,
Bob Mosley,male,American_male_guitarists,,
Bob Mothersbaugh,male,American_male_guitarists,,
Bob Mould,male,American_male_guitarists,"alternative pop, alternative rock, gbvfi, jangle pop, permanent wave, power pop, roots rock",
Bob Nanna,male,American_male_singers,,
Bob Neuwirth,male,American_male_singers,alternative roots rock,
Bob Nolan,male,Canadian_male_singers,,
Bob Rafkin,male,American_male_guitarists,,
Bob Roberts,male,English_male_singers,shanty,
Bob Rowe,male,American_male_singers,,
Bob Seger,male,American_male_guitarists,"album rock, blues rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, soft rock",
Bob Shane,male,American_male_guitarists,,
Bob Snider,male,Canadian_male_singers,contemporary folk,
Bob Stillman,male,American_male_singers,,
Bob Stinson,male,American_male_guitarists,,
Bob Stroger,male,American_male_guitarists,chicago blues,
Bob Walkenhorst,male,American_male_singer-songwriters,,
Bob Wallis,male,English_male_singers,,
Bob Weir,male,American_male_guitarists,"blues rock, country rock, folk rock, jam band, roots rock",
Bob Welch,male,American_male_guitarists,"bubblegum pop, classic rock, country rock, folk rock, mellow gold, soft rock, yacht rock",
Bob Weston,male,American_male_guitarists,,
Bob Wills,male,American_country_singers,"bakersfield sound, traditional country, traditional folk, western swing",
Bob Wilson,male,American_male_guitarists,,
Bob Woodruff,male,American_country_singers,,
Bob Wootton,male,American_male_guitarists,,
Bob Young,male,English_male_singers,,
Bob Zentz,male,American_male_guitarists,,
Bobb Goldsteinn,male,American_male_singer-songwriters,,
Bobbi Humphrey,female,African-American_female_singers,"funk, jazz flute, jazz funk, soul jazz",
Bobbi Kristina Brown,female,African-American_female_singers,,
Bobbi Martin,female,American_female_country_singers,,
Bobbie Cryner,female,American_female_country_singers,"country dawn, deep contemporary country",
Bobbie Eakes,female,American_female_country_singers,,
Bobbie Gentry,female,American_female_country_singers,"brill building pop, country rock, traditional folk",
Bobby & Laurie,male,Australian_male_singers,,
Bobby Andonov,male,Australian_male_singers,,
Bobby Austin,male,American_country_singers,bakersfield sound,
Bobby Bandiera,male,American_male_guitarists,,
Bobby Bare,male,American_country_singers,"classic country pop, country, country rock, outlaw country",
Bobby Bare Jr.,male,American_country_singers,"alternative country, roots rock",
Bobby Barth,male,American_male_guitarists,,
Bobby Bazini,male,Canadian_male_singers,canadian pop,
Bobby Bennett,male,American_male_singers,,
Bobby Bland,male,American_male_singers,"blues, electric blues, soul, soul blues, southern soul",
Bobby Bones,male,American_country_singers,,
Bobby Borchers,male,American_country_singers,,
Bobby Brackins,male,African-American_male_rappers,"cali rap, pop rap, slow game",
Bobby Braddock,male,American_country_singers,,
Bobby Broom,male,American_male_guitarists,jazz guitar,
Bobby Brown,male,African-American_male_singers,"dance pop, funk, hip hop, new jack swing, quiet storm, r&b, rap, urban contemporary",
Bobby Charles,male,American_male_singer-songwriters,,
Bobby Clancy,male,Male_guitarists,,
Bobby Clark,male,American_male_singers,,
Bobby Cochran,male,American_male_guitarists,,
Bobby Creekwater,male,African-American_male_rappers,atl hip hop,
Bobby Dall,male,American_male_guitarists,,
Bobby Darin,male,American_country_singers,"adult standards, brill building pop, easy listening, lounge, motown, rock-and-roll, rockabilly, soul, swing, vocal jazz",
Bobby DeBarge,male,African-American_male_singers,,
Bobby Doyle,male,American_male_singers,,
Bobby Durham,male,American_country_singers,,
Bobby E. Denton,male,American_male_singers,,
Bobby Edner,male,American_male_pop_singers,,
Bobby Edwards,male,American_country_singers,,
Bobby Eli,male,American_male_guitarists,,
Bobby Flynn,male,Australian_male_singers,,
Bobby Fox,male,Australian_male_singers,,
Bobby Fuller,male,American_male_guitarists,"bubblegum pop, classic garage rock, folk rock, merseybeat, rock-and-roll, surf music",
Bobby G,male,English_male_singers,"adult standards, brill building pop, bubblegum pop, easy listening, folk, folk rock, lounge, mellow gold, merseybeat, rock-and-roll, soft rock",
Bobby G. Rice,male,American_country_singers,,
Bobby Gillespie,male,Male_guitarists,,
Bobby Goldsboro,male,American_country_singers,"adult standards, brill building pop, bubblegum pop, easy listening, folk, folk rock, lounge, mellow gold, merseybeat, rock-and-roll, soft rock",
Bobby Gustafson,male,American_male_guitarists,,
Bobby Hatfield,male,American_male_singers,,
Bobby Hebb,male,American_male_singers,"motown, northern soul",
Bobby Helms,male,American_country_singers,adult standards,
Bobby Hendricks,male,American_male_singers,,
Bobby J,male,American_male_singer-songwriters,"classic soul, motown, northern soul, rhythm and blues, southern soul",
Bobby Jameson,male,American_male_singer-songwriters,,
Bobby Keyes,male,American_male_guitarists,,
Bobby Kimball,male,American_male_singers,,
Bobby LaKind,male,American_male_singers,,
Bobby Lewis,male,American_country_singers,rhythm and blues,
Bobby Lord,male,American_country_singers,"rockabilly, traditional rockabilly",
Bobby Mack,male,American_male_guitarists,,
Bobby Mackey,male,American_country_singers,,
Bobby Manuel,male,American_male_guitarists,,
Bobby McClure,male,American_male_singers,,
Bobby Messano,male,American_male_guitarists,power blues-rock,
Bobby Murray,male,American_male_guitarists,,
Bobby Nunn,male,American_male_singers,,
Bobby Parker,male,American_male_guitarists,,
Bobby Patterson,male,American_male_singers,"deep southern soul, southern soul",
Bobby Pickett,male,American_male_singers,"halloween, novelty",
Bobby Pinson,male,American_country_singers,"country road, modern country rock, oklahoma country",
Bobby Radcliff,male,American_male_guitarists,,
Bobby Rogers,male,American_male_singers,,
Bobby Rush,male,American_male_singers,"soul blues, southern soul, southern soul blues",
Bobby Russell,male,American_country_singers,,
Bobby Scott,male,American_male_singers,,
Bobby Sheehan,male,American_male_guitarists,,
Bobby Sherman,male,American_male_singers,bubblegum pop,
Bobby Shmurda,male,African-American_male_rappers,"nyc rap, trap",
Bobby Short,male,African-American_male_singers,cabaret,
Bobby Smith,male,American_male_singers,,
Bobby Sowell,male,American_country_singers,,
Bobby Steele,male,American_male_guitarists,,
Bobby Susser,male,American_male_singer-songwriters,,
Bobby V,male,African-American_male_singers,"dance pop, deep pop r&b, hip pop, new jack swing, pop rap, r&b, urban contemporary",
Bobby Vee,male,American_male_singers,"adult standards, brill building pop, bubblegum pop, doo-wop, folk rock, merseybeat, rock-and-roll, rockabilly",
Bobby Vinton,male,American_male_singers,"adult standards, brill building pop, bubblegum pop, doo-wop, easy listening, lounge, rock-and-roll",
Bobby Whitlock,male,American_male_guitarists,,
Bobby Wills,male,Canadian_male_singers,"alberta country, canadian contemporary country, canadian country",
Bobby Winkelman,male,American_male_guitarists,,
Bobby Womack,male,African-American_male_singers,"classic soul, disco, funk, motown, quiet storm, soul, southern soul",
Bobby Wright,male,American_country_singers,,
Bobbyzio Moore,male,American_male_guitarists,,
Bobo Jenkins,male,American_male_guitarists,,
Boby Lapointe,male,French_male_singers,"chanson, french rock",
Bola Sete,male,Male_guitarists,"bossa nova, brazilian jazz",
Bola de Nieve,male,Male_songwriters,"bolero, cuban rumba, latin jazz, nueva cancion, trova",
Boldy James,male,African-American_male_rappers,"alternative hip hop, boom bap, hip hop, underground hip hop",
Bon Scott,male,Australian_male_singers,"trance, uplifting trance",
Bone Crusher,male,African-American_male_rappers,"atl hip hop, crunk, dirty south rap, gangster rap, pop rap, southern hip hop",
Bones,male,American_male_rappers,"dark trap, emo rap, underground hip hop",
Bones Hillman,male,Male_guitarists,,
Boni Boyer,female,American_female_singers,,
Bonnie Baker,female,American_female_jazz_singers,,
Bonnie Bishop,female,American_female_country_singers,texas country,
Bonnie Bramlett,female,American_female_rock_singers,,
Bonnie Brown,female,American_female_country_singers,arkansas country,
Bonnie Davis,female,African-American_female_singers,,
Bonnie Dobson,female,Canadian_female_singers,psychedelic folk,
Bonnie Guitar,female,American_female_country_singers,,
Bonnie Hayes,female,American_female_singer-songwriters,,
Bonnie Lee,female,American_female_singers,"chicago blues, soul blues",
Bonnie Lou,female,American_female_country_singers,rockabilly,
Bonnie McKee,female,American_female_pop_singers,"candy pop, electropop, post-teen pop",
Bonnie Owens,female,American_female_country_singers,bakersfield sound,
Bonnie Piesse,female,Australian_female_singers,,
Bonnie Pointer,female,African-American_female_singers,disco,
Bonnie Raitt,female,American_female_country_singers,"classic rock, country rock, electric blues, folk, folk rock, lilith, mellow gold, pop rock, rock, roots rock, singer-songwriter, soft rock",
Bonnie Scott,female,American_female_singers,,
Bonnie Somerville,female,American_female_singers,,
Bonnie Tyler,female,Female_rock_singers,"europop, new wave pop, soft rock",
Boo Boo Davis,male,American_male_guitarists,"alternative roots rock, modern blues rock",
Boo Hewerdine,male,English_male_singers,british folk,
Booba Barnes,male,American_male_guitarists,,
Booboo Stewart,male,American_male_pop_singers,,
Boogie Bill Webb,male,American_male_guitarists,"louisiana blues, new orleans blues",
Boogie Woogie Red,male,American_male_singers,"boogie-woogie, piano blues",
Booker Newberry III,male,American_male_singers,post-disco,
Booker T. Jones,male,American_male_singers,"funk, instrumental soul",
Booker T. Laury,male,American_male_singers,"boogie-woogie, memphis blues, piano blues",
Boom Bam,male,African-American_male_rappers,,
Boomer Castleman,male,American_male_singer-songwriters,,
Boosie Badazz,male,African-American_male_rappers,"baton rouge rap, dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",
Boots,male,American_male_singers,"funk, p funk, quiet storm, soul",
Boots Woodall,male,American_country_singers,vintage western,
Bootsy Collins,male,African-American_male_singers,"funk, p funk, quiet storm, soul",
Boris,male,French_male_singers,"german house, german techno, minimal techno, tech house",
Boris Lumbana,male,Swedish_male_singers,,
Boris Vian,male,French_male_singers,,
Borja Penalba,male,Male_guitarists,,
Bosco Mann,male,American_male_guitarists,,
Bosson,male,Swedish_male_singers,europop,
Boudewijn Vincent Bonebakker,male,Male_guitarists,,
Boulou Ferré,male,Male_guitarists,,
Bourvil,male,French_male_singers,"chanson, vintage chanson",
Bow Thayer,male,American_male_singers,new england americana,
Bow Wow,male,African-American_male_rappers,"dance pop, hip hop, hip pop, pop, pop rap, r&b, rap, southern hip hop, urban contemporary",
Boxcar Willie,male,American_country_singers,"classic country pop, truck-driving country",
Boy Eats Drum Machine,male,American_male_singers,deep indie rock,
Boy George,male,English_male_singer-songwriters,"dance rock, new romantic, new wave, new wave pop",
Boyd Bennett,male,American_country_singers,traditional rockabilly,
Boyd Gilmore,male,African-American_male_singers,delta blues,
Boyd Jarvis,male,American_male_singers,,
Boyden Carpenter,male,American_country_singers,,
Boz Burrell,male,English_male_singers,,
Boz Scaggs,male,American_male_guitarists,"adult standards, album rock, art rock, classic rock, country rock, folk, folk rock, mellow gold, roots rock, singer-songwriter, soft rock, yacht rock",
Brad Barr,male,American_male_guitarists,,
Brad Bell,male,American_male_singers,beach music,
Brad Carter,male,American_male_guitarists,,
Brad Corrigan,male,American_male_guitarists,,
Brad Cotter,male,American_country_singers,,
Brad Davis,male,American_country_singers,,
Brad Delson,male,American_male_guitarists,,
Brad Divens,male,American_male_guitarists,,
Brad Fernquist,male,American_male_guitarists,,
