Source,Target,Weight
electronica,funky_house,1
urban_gospel,worship,1
art_pop,process,1
garage_rock,blues_punk,1
talking_blues,noise,1
soft_rock,electric_blues,1
aor,progressive_rock,1
funk,elevator,1
pop_rock,crossover,1
vietnamese_pop,pop_rock,1
dance_pop,dub,1
synth_pop,video_game,1
glam_rock,lounge,2
glam_rock,alternative_rock,6
indie_rock,electronica,14
modern_soul,northern_soul,1
boogie_rock,rock&roll,2
contemporary,musical,2
soundtrack,nightcore,1
industrial,ska,1
folk,sea_shanties,4
europop,sports,1
folk_jazz,mainstream_jazz,1
soul,detroit_soul,1
baroque_pop,casiocore,1
bossa_nova,smooth_jazz,1
new_orleans_r&b,folk,1
hard_rock,oriented_rock,1
r&b,industrial,3
christian_rock,metal,1
space_rock,progressive_rock,3
trance,alternative_rock,2
dub,avant_funk,2
dirty_south,punk_rock,1
afrobeat,post_bop,1
garage_rock,glam_rock,4
rock,hawaiianan,1
jazz,electronic,10
folk,hasidic,1
mainstream_jazz,pop_gospel,1
r&b,art_pop,1
house,indie_dance,1
acoustic_rock,punk_rock,5
classical,chamber,1
free_improvisation,third_stream,1
cool_jazz,smooth_jazz,1
pop_rock,jazz_fusion,5
pop_punk,hardcore_punk,5
psychobilly,surf_rock,1
hip_hop,urbano,1
novelty,orchestral_pop,1
avant_garde,hip_hop,1
indie_folk,acoustic_rock,2
jazz_funk,neo_swing,1
big_band,musique_concrete,1
gospel,soul,172
rapcore,southern_rock,1
electronic_rock,trip_hop,1
medieval_folk_rock,folk_rock,1
rock,world_beat,2
r&b,blues_rock,29
classical_crossover,french_pop,1
loop,new_age,1
emo,alternative_rock,54
m_base,orchestral_jazz,1
christian_alternative_rock,metalcore,1
pop_rock,acoustic,19
disco,christmas,1
opera_pop,opera,5
punk_cabaret,post_punk,1
pop,r&bang,1
dancehall,reggaeton,2
indie_rock,lo_fi,34
reggae,soca,2
jazz,country_rock,11
baroque_pop,nursery_rhymes,1
electronic,childrens,1
classical_crossover,folk_pop,1
no_wave,minimalism,1
psychedelic_folk,experimental_rock,2
jazz_blues,soft_rock,1
fingerstyle,folk,3
vocal_jazz,smooth_jazz,1
industrial_rock,indie_pop,1
experimental,jangle_pop,1
hardcore_punk,classical,2
electro_pop,hardcore_punk,1
roots_rock,texas_blues,1
rock_pop,dance,3
electronica,post_dubstep,2
jam_band,heavy_rock,1
blues_rock,rockabilly,13
lounge,doo_wop,1
southern_rock,folk,2
vocalist,bass_guitar,1
alternative_hip_hop,rock_opera,1
canadiana,folk,1
gospel,broadway,2
post_bop,cape_jazz,1
art_rock,folk,10
bubblegum_pop,jingles,1
cape_jazz,dixieland,1
western,country_pop,1
free_funk,traditional_jazz,1
stoner_metal,hardcore_punk,1
pop,spanish,1
roots_rock,fiddle,1
surf_rock,acoustic_rock,2
country_blues,blues_revival,1
guaracha,cha_cha_cha,1
jazz,cabaret,8
pop,indian_pop,1
americana,doo_wop,1
steampunk,comedy,1
swing_revival,soul,1
old_time,soul,1
hip_house,electro_pop,1
shoegaze,americana,1
experimental,drone,4
instrumental_synth,library,1
acoustic,post_hardcore,4
experimental_pop,psychedelic_rock,1
post_hardcore,gothic_rock,1
noise_pop,ambient,1
indie_pop,nursery_rhymes,1
melodic_death_metal,acoustic_rock,1
progressive_bluegrass,folk,4
doom_metal,sludge_metal,2
art_metal,gothic_rock,1
oom_pah,punk_rock,1
free_improvisation,progressive_jazz,1
2_tone,ska,6
comedy_hip_hop,freestyle,1
canterbury_sound,experimental_rock,2
roots_rock,pop_rock,4
glam_rock,baroque_pop,1
pop,blues,101
new_age,jazz,5
edm,uk_garage,1
pop,dark_pop,1
music,heavy_metal,2
idm,lo_fi,1
ska,neo_soul,1
lounge,breakbeat,1
alternative_rock,breakbeat,1
jazz_mugham,smooth_jazz,1
industrial_metal,indie_pop,1
pop_rock,visual_kei,1
musical,blues,3
reggaeton,latin_trap,1
screamo,dark_wave,1
blue_eyed_soul,contemporary_christian,1
rock_pop,blues_rock,2
dance_pop,british_soul,1
cybergrind,experimental_rock,1
metal,marching_band,1
jazz,hip_hop_soul,1
musique_concrete,experimental_rock,1
electro_punk,dance_pop,1
alternative,industrial,1
jingles,nightcore,1
spoken_word,breakbeat,1
comedy_rock,polka,1
alternative_metal,flamenco,1
punk_rock,shoe_gaze,1
post_punk,jangle_pop,3
electronica,edm,2
alternative_folk,r&b,1
synth_pop,electronic,35
classical_crossover,gospel,1
psychedelic_pop,bedroom_pop,3
folk,gregorian_chant,1
insult_comedy,observational_comedy,5
new_flamenco,ethnic_fusion,1
hardcore,alternative_metal,1
sunshine_pop,electronic_rock,1
new_flamenco,ethno_jazz,2
industrial_rock,no_wave,1
pop_rock,mod_revival,2
heavy_metal,synth_pop,1
gypsy_jazz,calypso,1
comedy,scrumpy_and_western,1
experimental_rock,experimental,5
british_blues,folk,1
hard_rock,bluegrass,3
ambient,english_folk,1
indie_pop,british_hip_hop,1
casiocore,doo_wop,1
musique_concrete,nightcore,1
ccm,roots_rock,1
psychedelic_rock,jangle_pop,1
dream_pop,contemporary_classical,1
alternative_rock,rap_metal,3
rockabilly,new_wave,6
folk_rock,tulsa_sound,1
blues,show_tuness,1
spoken_word,world_fusion,1
chanson,schlager,1
alternative_metal,post_metal,2
dance,synth_pop,11
childrens,jug_band,1
r&b,swing_revival,1
americana,classic_pop,1
grime,2_step_garage,1
industrial_rock,nu_jazz,1
texas_blues,blues_rock,9
ranchera,r&b,1
urban_contemporary_gospel,dance,1
free_improvisation,mainstream_jazz,1
dance_pop,house,21
christian_metal,progressive_death_metal,1
baroque_pop,middle_of_the_road,1
electro_punk,nu_metal,1
swamp_blues,cajun,1
down_tempo,heavy_metal,1
alternative_rock,funk,15
progressive_rock,dream_pop,2
southern_hip_hop,experimental,2
folk_rock,new_weird_america,1
soft_rock,country_pop,2
elevator,nursery_rhymes,1
post_grunge,industrial_metal,2
psychedelic_soul,soul,10
neo_psychedelic,hypnagogic_pop,1
sketch_comedy,musical_comedy,6
dub,soul,2
melodic_death_metal,rock,3
hardcore_punk,skate_punk,8
west_coast_hip_hop,comedy_hip_hop,1
swing_jazz,jazz,1
country,instrumental,3
indie_rock,heartland_rock,2
post_bop,modal_jazz,3
noise_rock,pop,1
schlager,rock,6
funk_rock,jazz_funk,1
freestyle,oldschool,1
pop,pop,4
baroque_pop,video_game,1
drum&bass,trip_hop,4
metalcore,experimental_rock,1
soul_blues,chicago_blues,13
electric_blues,swamp_pop,1
hip_hop,reggae_fusion,5
jazz_rock,folk,1
indie_folk,indie_rock,38
bebop,hard_bop,3
disco,urban_contemporary,1
post_punk,electro_punk,4
melodic_hardcore,indie,2
classical_crossover,progressive_pop,1
musique_concrete,acapella,1
free_funk,kansas_city_jazz,1
hawaiian,world,1
tribute,middle_of_the_road,1
americana,country_folk,20
post_punk_revival,baroque_pop,1
anti_folk,urban_folk,1
grindcore,hardcore_punk,6
soft_rock,electronica,1
jazz,bebop,5
deep_house,down_tempo,2
mathcore,hardcore_punk,6
country_rock,classic_rock,2
hawaiianan,lounge,1
folk_noir,bulgarian_folklorica,1
soul_blues,jump_blues,2
latin_freestyle,house,1
bossa_nova,progressive_jazz,1
classical,electro_acoustic,1
pop,musical,30
gothic_metal,death_doom,2
disco,acid_jazz,1
baroque_pop,musique_concrete,1
noise_rock,improvised,1
milonga,folk,1
liquid_funk,progressive,1
bebop,west_coast_jazz,2
americana,whiskey,1
post_hardcore,hardcore,1
comedy_rock,sports,1
avant_garde,world,3
classical,baroque_pop,2
shoe_gaze,classical,1
hardcore,alternative_rock,3
trip_hop,space,2
blues,hill_country_blues,1
christian_metal,alternative_rock,3
funk_rock,dance,4
indie,country,9
americana,dream_pop,2
new_wave,post_punk,77
free_funk,electric_blues,1
fingerstyle,fusion,1
contemporary_worship,acoustic,1
country,soundtrack,1
post_hardcore,ccm,1
stride,new_age,1
oriented_rock,nostalgia,1
acoustic,electronic,2
vocal_jazz,avant_garde_jazz,1
psychedelic_pop,electronic_rock,1
country_pop,contemporary_christian,2
progressive_rock,opera,1
street_punk,psychobilly,2
jazz_rap,modal_jazz,1
acoustic_progressive_rock,disco,1
cadence_lypso,world_beat,1
indie_dance,indietronica,1
pop_dance,freestyle,1
progressive_pop,britpop,1
improvisational_comedy,heavy_metal,2
folk_jazz,gypsy_jazz,1
country,rockabilly,88
pop,anthem_trance,1
death_metal,post_rock,1
death_metal,deathgrind,3
musique_concrete,spoken_word,1
rock_against_communism,punk_rock,1
blues,protest_song,1
deep_house,electro_pop,1
doom_metal,psychedelic_rock,2
art_pop,nightcore,1
avant_garde,synth_pop,2
punk_blues,avant_garde_rock,1
dance_rock,dance_punk,2
cuban_rumba,guaracha,1
alternative_rock,british_hip_hop,1
bluegrass,jazz,18
acoustic_rock,elevator,1
chamber_folk,singer_songwriter,1
americana,instrumental_rock,2
funk,freestyle,1
afrobeat,progressive_jazz,1
mandopop,teen_pop,1
kansas_city_jazz,traditional_jazz,1
christmas,acapella,1
neo_psychedelic,funk,2
blues_rock,jam,2
indietronica,r&b,2
neo_psychedelic,hard_rock,6
trap,hip_hop,58
character_comedy,rock,2
hawaiianan,swing,1
madchester,psychedelic_rock,1
experimental_rock,low_rock,1
electroclash,alternative_hip_hop,1
islamic,naat,1
acoustic,americana,5
sketch_comedy,social_commentary,1
western,film,1
psychedelic_pop,r&b,2
indie_rock,calypso,1
grindcore,western,1
hip_hop_soul,r&b,32
rumba,blues,1
funk,electric,1
soul,freestyle,2
electronicore,electronica,1
pop_jazz,latin_jazz,1
electro_acoustic,alternative_rock,1
rock,tulsa_sound,1
novelty,sports,1
hard_bop,west_coast_jazz,1
western,rockabilly,2
adhunik,bengali,1
funk,easy_listening,2
pop,nursery_rhymes,1
mainstream_jazz,third_stream,1
alternative_hip_hop,world,1
melodic_death_metal,industrial_metal,2
doom_metal,spoken_word,1
easy_listening,latin_jazz,1
post_punk,glam_metal,1
celtic,experimental,1
noise_rock,electronic,1
anti_genre,spoken_word,1
baroque_pop,bubblegum_pop,1
acoustic_rock,halloween,1
doom_metal,progressive_rock,2
funk,pop,111
mpb,choro,1
childrens,traditional,1
death_metal,screamo,1
gothic_rock,country,2
k_pop,teen_pop,1
mpb,reggae,2
pop_rock,surf_rock,1
rap_rock,southern_rock,1
surf_rock,down_tempo,1
groove_metal,glam_metal,1
afro_cuban_jazz,guaracha,1
americana,classic_country,1
experimental,easy_listening,1
rock,arena_rock,3
filin,protest_song,1
classical,southern_rock,1
crooner,soul,1
country,post_grunge,3
progressive_rock,doo_wop,1
classical,pop_opera,2
psychedelic,art_pop,1
hardcore_punk,nyhc,1
experimental,chanson,1
jump_blues,texas_blues,4
ambient,hard_rock,2
new_age,post_punk,1
opera,spiritual,1
alternative_r&b,power_pop,1
soul,alternative_hip_hop,2
pop_punk,jazz_fusion,1
pop_rock,hardcore_punk,3
tex_mex,roots_rock,5
jazz,boogie_woogie,8
art_pop,hypnagogic_pop,2
acid_jazz,m_base,1
jazz,third_stream,1
country_rock,r&b,9
novelty,lo_fi,1
post_punk_revival,alternative_hip_hop,1
doom_metal,industrial,2
heavy_metal,technical_death_metal,3
folk_pop,easy_listening,1
indo_jazz,ska_jazz,1
dance,trip_hop,2
son,protest_song,1
glam_rock,video_game,1
jazz_mugham,m_base,1
pop,middle_eastern,2
pop,surf,3
spoken_word,video_game,1
free_jazz,contemporary_art,1
trap,country,1
boogie_woogie,stride,1
art_rock,nostalgia,1
calypso,traditional_pop,1
blue_eyed_soul,blues_rock,16
southern_rock,southern_hip_hop,2
nostalgia,progressive_pub,1
broadway,disco,2
rock,country&western,1
jazz,boogie,1
funk,post_disco,8
country,texas_blues,1
forró,folk,1
future_bass,trap,1
jazz_mugham,hard_bop,1
regional_mexican,cumbia,2
acoustic_rock,middle_of_the_road,1
progressive_death_metal,progressive_metal,2
hard_rock,garage_rock,8
disco,oriented_rock,1
gothic_metal,black_metal,3
pop_rock,drone_metal,1
film,indie_rock,1
punk_rock,gothic_metal,2
acoustic_pop,light_rock,1
ska_punk,k_pop,1
música_popular_brasileira,bossa_nova,1
metal,blues_rock,1
cumbia,dance_pop,1
bossa_nova,jazz,10
pop,free_improvisation,2
soul,new_age,2
new_wave,cuidado!,1
new_wave,world,4
haitian_folk,classical,1
reggae,neo_soul,3
soft_rock,jazz,8
jazz,mpb,2
gypsy_jazz,jazz_funk,1
glam_rock,calypso,1
jazz,new_orleans_jazz,1
space,drum&bass,1
gospel,fusion,1
industrial_rock,post_punk,3
teen_pop,twee_pop,1
post_grunge,power_pop,3
pop_rock,electro,3
singer_songwriter,chanson,3
breakbeat,nursery_rhymes,1
disco,soul_blues,1
marching_band,opera,1
ambient,progressive_pub,1
free_jazz,art_rock,2
soft_rock,alternative,1
death_metal,death_rap,1
avant_garde_jazz,experimental,2
rock,free_improvisation,2
acoustic_rock,blues_rock,1
oriented_rock,art_rock,1
gothic_rock,horror_punk,3
observational_comedy,storytelling,1
pop,hindi,1
rockabilly,pop_rock,8
mainstream_jazz,organ_trio,1
industrial_metal,rock,2
improvised,contemporary,1
rock,acid_rock,4
pop_rock,rock_soul,1
steampunk,independent,1
jangle_pop,jingles,1
chillout,ambient,1
novelty,nursery_rhymes,1
industrial_metal,neo_folk,1
rock,hardcore,1
mainstream_jazz,traditional_jazz,1
post_punk,world,1
indie_folk,house,1
liquid_funk,acid_jazz,1
soul,post_dubstep,2
art_rock,rock&roll,4
soul,gothic_metal,2
classical_crossover,karaoke,1
trova,guaracha,5
heavy_metal,psychobilly,1
classical_crossover,indie_pop,1
experimental,heavy_rock,1
country_folk,r&b,2
gothic_metal,christian_metal,1
outlaw_country,gospel,2
irish_traditional,new_age,1
baroque_pop,orchestral_pop,1
folk,psychedelic_rock,22
corrido,mariachi,1
jazz,metal,3
synth_pop,arena_rock,1
indie_rock,hardcore_punk,9
instrumental_synth,halloween,1
video_game,jingles,1
tex_mex,country_pop,1
skiffle,country,1
texas_blues,ragtime,1
swing,hip_hop,1
swamp_rock,r&b,4
black_gospel,deep_funk,1
blues_rock,heavy_metal,64
country_rap,rapcore,1
post_punk_revival,garage_rock,5
contemporary_pop,soul,1
experimental,samba_rock,1
rock_en_español,art_rock,1
punk_cabaret,thrash_metal,1
jazz,acoustic_blues,1
christian_rock,soul,1
industrial,art_rock,2
sunshine_pop,jingles,1
post_punk_revival,shoe_gaze,1
acoustic_guitar,post_rock,1
electro_pop,nu_disco,3
funk,classical_crossover,1
hard_rock,deathcore,2
alternative_hip_hop,reggae_fusion,2
electronic,hip_hop,22
world,literary_realism,1
british_soul,house,1
pop,baroque,1
pop,elevator,1
hardcore_punk,country_rock,1
ambient,drum&bass,1
punk_rock,math_rock,1
new_wave,cabaret,1
house,electro_house,3
post_hardcore,indie_rock,20
dance_pop,french_pop,3
musical_comedy,character_comedy,2
idm,electro_acoustic,1
organ_trio,traditional_jazz,1
post_hardcore,folk,5
ambient,illbient,1
vocalist,guitarist,1
latin_rock,techno,1
art_pop,avant_garde_pop,3
rock,chanson,7
rock_pop,funk_metal,1
smooth_soul,jazz,1
death_metal,black_metal,15
progressive_rock,glam_metal,3
mpb,proto_punk,1
blues,freak_folk,1
outsider,avant_garde_pop,1
dance_pop,jazz,6
desert_rock,psychedelic_rock,1
jazz_funk,electro,1
opera_pop,folk_rock,1
stoner_rock,alternative_metal,1
garage_punk,opera,1
east_coast_blues,soul_blues,1
down_tempo,world,1
lounge,synth_pop,1
comedy_rock,rap_rock,2
americana,garage_rock,4
jimi_hendrix_tribute,blues,1
alternative_rock,theater,2
blues,acoustic_folk,1
grind_core,just_intonation,1
tribute,jangle_pop,1
art_rock,electronic,14
disco,world_fusion,1
hi_nrg,electronica,2
metalcore,post_metal,2
r&b,new_jack_swing,36
country,rock_classical,1
film,rock_classical,1
electro_house,electro_funk,1
fingerstyle,jazz,1
southern_rock,alternative_rock,8
americana,rock&roll,10
bluegrass,rock,21
pop,beat,3
east_coast_hip_hop,gangsta_rap,10
folk_rock,electric_blues,2
country,electro_pop,3
country&western,traditional_pop,1
nostalgia,anthem_trance,1
country,swing,5
folk,irish_traditional,10
psychedelic_pop,nightcore,1
blues_rock,psychedelic_rock,45
electronic,post_disco,4
blues_rock,tejano,1
hip_hop,j_pop,3
easy_listening,chamber_pop,1
satire,spoken_word,1
folk_rock,celtic_metal,1
stride,folk,1
neo_soul,acoustic,4
country_blues,african_blues,1
synth_pop,latin_pop,1
experimental_metal,groove_metal,1
rock_opera,hard_rock,1
surf,tulsa_sound,1
gospel,christian_rock,1
new_wave,thrashcore,1
underground_hip_hop,battle_rap,3
acid_rock,electronic,1
rock,cajun,6
christian_alternative_rock,pop_punk,4
opera,baroque_pop,2
mpb,electronic,1
anti_folk,freak_folk,1
ambient,rock_classical,1
indo_jazz,soul_jazz,1
jazz_funk,kansas_city_jazz,1
acid_rock,mpb,2
jump_blues,blues,11
alternative_country,acid_rock,1
trip_hop,nu_jazz,2
country_folk,talking_blues,1
christmas,middle_of_the_road,1
jazz_fusion,big_band,1
indie_pop,new_wave,10
psychedelic_soul,southern_soul,1
film,metalcore,1
emo,slowcore,1
disco,folk,5
hip_hop,soundtrack,1
nu_metal,psychedelic_rock,1
hard_rock,bubblegum_pop,2
rock,crime_fiction,1
acoustic,blues,13
easy_listening,contemporary_christian,1
industrial_rock,noise_rock,3
roots_reggae,reggae_fusion,1
baroque,renaissance,1
synth_pop,orchestral_pop,1
christian,contemporary_gospel,1
flamenco,technical_death_metal,1
pop_rock,fusion,1
classical,new_age,9
metal,americana,1
proto_punk,synth_pop,1
contemporary_folk,singer_songwriter,1
samba,funk,1
blues,psychedelic_rock,27
mathcore,post_rock,1
psychedelic_pop,art_rock,1
heartland_rock,country_rock,6
new_age,space,3
alternative_country,outlaw_country,4
post_metal,gothic_country,1
bubblegum_pop,football_chant,1
avant_garde,grunge,1
arena_rock,hard_rock,6
pop_rock,electronic_dance,1
funk,dance_punk,1
indie_rock,karaoke,1
death_metal,avant_garde_metal,2
post_hardcore,electronic,3
punk_jazz,jazz_funk,1
free_improvisation,gypsy_jazz,1
pub_rock,soul,1
post_hardcore,film,1
free_improvisation,kansas_city_jazz,1
chamber_pop,blue_eyed_soul,1
experimental_rock,freak_folk,1
ccm,country_pop,2
classical_crossover,sports,1
future_funk,groove_rock,1
post_punk,celtic_punk,1
azerbaijani_jazz,latin_jazz,1
hip_hop_soul,pop,9
jazz,a_cappella,3
cajun,mariachi,1
easy_listening,elevator,1
nu_metal,acoustic_rock,1
hardcore_punk,no_wave,1
singer_songwriter,mainstream,1
funk,big_band,1
celtic_rock,folk_rock,3
progressive_rock,heavy_metal,46
synth_punk,electronic_rock,2
pop_rock,glam_rock,9
patriotic_rock,contemporary_christian,1
musical_pop,r&b,1
free_improvisation,soul_jazz,1
neo_progressive_rock,pop,1
alternative,psychedelic_pop,2
alternative,avant_garde,1
neo_bop_jazz,indo_jazz,1
crossover,opera,1
torch,folk,1
grindcore,dark_ambient,1
experimental,drone_doom,2
cape_jazz,ska_jazz,1
contemporary_classical,electronic,2
ska,heavy_metal,3
trip_hop,alternative_hip_hop,4
death_metal,instrumental_rock,1
ska_core,punk_rock,1
praise&worship,contemporary_christian,3
symphonic_metal,neoclassical_metal,5
new_wave,avant_funk,1
folk,islamic,1
loop,ambient,2
r&b,big_room_house,1
punk_rock,funk,2
metalcore,melodic_metalcore,1
surf,r&b,2
art_rock,power_pop,3
experimental_rock,dance,1
jazz_fusion,avant_garde_metal,2
cajun,klezmer,2
filin,son,1
idm,industrial,3
horror_punk,glam_punk,1
neoclassical_metal,pop_rock,2
progressive,acoustic,2
ambient_folk,solo_acoustic,1
alternative,rock,40
bebop,smooth_jazz,1
industrial,acid_house,1
avant_garde_rap,electronic,1
deep_funk,r&b,1
jazz_funk,smooth_soul,2
psychedelic_folk,gothic_folk,1
ambient,advertising,1
folk_rock,folk_jazz,1
latin_hip_hop,latin,1
rock&roll,power_pop,7
rockabilly,western_swing,5
garage,r&b,3
rock,electronic_experimental,1
dance_pop,pop,112
folk_alternative,folk_pop,1
country,garage_rock,3
musique_concrete,tribute,1
glam_metal,hip_hop,1
azerbaijani_jazz,jazz_mugham,1
blue_eyed_soul,pop_punk,1
soft_rock,arena_rock,1
delta_blues,soul,1
free_jazz,post_punk,1
country,alternative_metal,4
folk,southern_soul,2
schlager,easy_listening,3
art_punk,house,1
post_punk,neo_folk,2
glam_rock,psychedelic_trance,1
acoustic_rock,jangle_pop,1
cool_jazz,dixieland,1
library,new_wave,1
disco,contemporary_r&b,1
mathcore,electronic,1
punk_rock,country_rock,4
art_punk,thrashcore,1
pop,c_pop,1
glam_rock,dance_rock,2
harmony_pop,sports,1
new_mexico,rockabilly,1
mathcore,southern_metal,1
black_metal,experimental_rock,1
hip_hop_soul,uk_garage,1
glam_metal,country,1
fusion,ethno_jazz,1
americana,power_pop,1
neo_bop_jazz,afro_cuban_jazz,1
indie_rock,trip_hop,6
psychedelic,funk,4
christian_r&b,contemporary_r&b,2
hip_hop,indie_folk,1
rock&roll,alternative_pop,1
classic_rock,progressive_rock,2
soul,latin_pop,3
dark_pop,post_punk,1
art_pop,americana,1
outlaw_country,western_swing,2
gospel,african_american,1
bluegrass,surf,1
pop,mpb,2
alternative_rock,post_britpop,3
jazz,ragtime,3
blues,northern_soul,1
hardcore_punk,death_metal,6
psychedelic,hard_rock,1
pop,ska_punk,1
hip_hop,avant_garde_rap,1
christian_rock,folk,2
soft_rock,teen_pop,1
orchestral_pop,bedroom_pop,1
punk_blues,blues_rock,3
classic_rock,country,2
big_band,football_chant,1
new_rave,alternative_dance,1
multilingual,contemporary,1
country,comedy_rock,1
oriented_rock,art_pop,1
dream_pop,space,1
rock&roll,psychobilly,1
acoustic,folk_pop,2
rock,britpop,10
hip_hop,bassline,1
