Source,Target,Weight
ambient,post_minimalism,1
texas_blues,soul_jazz,1
dance,christmas,1
ambient,nursery_rhymes,1
harmony_pop,psychedelic_pop,1
classical,football_chant,1
chamber_jazz,jazz_rap,1
traditional_pop,great_american_songbook,1
acid_jazz,cape_jazz,1
reggae_rock,garage_rock,1
folk,classic_country,1
rock,groove_rock,1
new_age,nightcore,1
cumbia,reggae,2
texas_blues,soul,1
slapstick,music,2
lounge,bubblegum_pop,1
soul,alternative_r&b,11
alternative_rock,spiritual,1
experimental,alternative_r&b,1
new_jack_swing,urban,2
baroque_pop,electronica,1
metal,jewish_punk,1
singer_songwriter,j_synth,1
classical,cabaret,1
folk_rock,protest,4
folk,afro_celtic,1
political_hip_hop,gangsta_rap,4
hard_bop,third_stream,2
metalcore,dubstep,1
psychedelic_folk,celtic,1
nu_metal,dark_pop,1
glam_rock,big_band,1
indie,alternative_rock,11
house,down_tempo,2
r&b,british_soul,3
satire,comedy_rock,3
salsa,soft_rock,1
skate_punk,neo_progressive_rock,1
crossover_thrash,power_pop,1
jazz_funk,latin_jazz,1
heavy_metal,alternative,2
pop,musical_comedy,1
halloween,orchestral_pop,1
zouk,soul,1
electronic,reggae,4
heavy_metal,celtic_rock,1
celtic,christian,3
tejano,tex_mex,3
funk,black,1
house,pop_culture,1
yacht_rock,blue_eyed_soul,1
opm,soft_rock,1
rock,shock_rock,3
french_pop,dance,1
calypso,music_hall,1
experimental_rock,soundtrack,1
desert_rock,hard_rock,4
alternative_country,red_dirt,1
shock_rock,disco,1
indietronica,pop,2
nazrul_geeti,hindi,1
trap,electronica,1
jazz,crossover_thrash,1
rock&roll,swing,7
trova,afro_son,1
comedy_rock,indie_rock,2
blues,country_folk,1
islamic,nasheed,3
industrial,electronic,8
revival,punk_rock,1
grunge,folk,1
soft_rock,breakbeat,1
blues,celtic,2
indie_rock,folktronica,2
jazz_mugham,ska_jazz,1
hard_rock,fusion,1
neo_progressive_rock,pop_rock,1
tv_theme,movie_advertising,1
opera,classical_crossover,5
kan_ha_diskan,gwerz,1
show_tunes,new_wave,1
funk_rock,jazz,1
m_base,nu_jazz,1
hard_bop,modal_jazz,2
pornogrind,soft_rock,1
underground_hip_hop,freestyle_rap,2
flamenco,pop_rock,1
progressive_house,indie_pop,1
classical,tango,2
garage_punk,free_jazz,1
electroclash,outsider,1
surf_rock,britpop,1
tex_mex,latin_rock,1
art_rock,art_metal,1
asian_underground,nu_jazz,1
art_punk,garage_rock,2
ambient,indietronica,1
jazz,retro,1
experimental_rock,indietronica,1
kansas_city_jazz,west_coast_jazz,1
psychedelic_folk,southern_rock,1
roots_rock,reggae,1
jewish_rock,pitbash,1
electronic,indie_rock,20
rapcore,pop_rock,1
chicago_blues,blues_soul,1
hard_rock,musique_concrete,1
chanson,soft_rock,2
world,samba,1
hard_rock,nwobhm,1
rockabilly,revival,1
country,country_folk,5
indie,urban,1
alternative_hip_hop,art_rock,1
proto_punk,lo_fi,1
thrash_metal,instrumental_rock,3
chanson,dance_pop,1
new_age,spoken_word,1
piano_rock,tropicalismo,1
ragga,zumba,1
technical_death_metal,death_metal,10
music_hall,cuplé,1
afro_cuban,latin_jazz,1
post_bop,m_base,1
harmony_pop,progressive_pub,1
rock&roll,boogie_woogie,2
soul,dansband,1
folk_metal,world,1
pop,northern_soul,3
dubstep,trip_hop,2
grime,electro,1
new_wave,lounge,1
french_pop,r&b,4
psychedelic_folk,classical,1
emo,midwest_emo,1
pop,indian,1
jazz,middle_eastern,3
skiffle,traditional_pop,2
funeral_doom_metal,death_metal,1
rock,celtic_rock,3
protest_pop,indie_pop,1
electric_blues,jazz_blues,1
thrash_metal,speed_metal,22
death_metal,pop_rock,1
afro_cuban_jazz,modal_jazz,1
math_rock,indie_rock,5
christian_alternative_rock,ska,1
country_rock,pub_rock,1
rap_rock,british_hip_hop,1
tribute,anthem_trance,1
a_cappella,folk,3
canadiana,country,1
ambient,classical_crossover,1
down_tempo,teen_pop,1
experimental_hip_hop,industrial_hip_hop,1
indietronica,dark_pop,1
hardcore,experimental_rock,2
smooth_jazz,classical,1
dixieland,west_coast_jazz,1
horror_punk,industrial,1
cajun,country,11
soul,experimental_pop,1
mariachi,world,1
art_rock,obscuro,1
french_pop,pop_rock,7
new_age,rock,5
bossa_nova,free_improvisation,1
goth_rock,riot_goth,1
rap,electro_house,1
hard_rock,celtic_rock,2
kansas_city_jazz,soul_jazz,1
sunshine_pop,football_chant,1
krautrock,free,1
mainstream,melodic,1
hard_rock,contemporary_christian,1
fingerstyle_acoustic,rock,1
broadway,show_tuness,1
reggae,big_band,1
indie_pop,open_folk,1
psychedelic_rock,industrial,1
screamo,post_punk,1
noise_rock,outsider,1
elevator,orchestral_pop,1
acoustic,folk_art_rock,1
jazz_fusion,pop,14
modern_classical,ambient,1
golden_age_hip_hop,freestyle,1
industrial_rock,now_wave,1
azerbaijani_jazz,neo_swing,1
dixieland,smooth_jazz,1
rock&roll,grunge,2
industrial_metal,post_punk,1
opera_pop,indie_pop,1
slapstick,comedy_rock,2
avant_garde_jazz,jazz_rap,1
pop,christian,14
jazz,folk,106
country,roots_rock,10
film,pop_classical,1
mexican_cumbia,latin_pop,1
easy_listening,country,13
slam_poetry,hip_hop,1
sunshine_pop,progressive_pub,1
chamber_pop,pop_rock,1
indie_rock,indie_pop,74
instrumental_synth,new_age,1
post_bop,soul_jazz,2
new_wave,reggae,6
disco,alternative,2
jazz_fusion,free_jazz,3
dark_pop,glam_metal,1
soul,sophisti_pop,2
lo_fi,alternative_hip_hop,1
soft_rock,new_age,3
glam_rock,britpop,2
pop,breakbeat,2
jazz_rock,psychedelic_folk,1
world,country,5
film,folktronica,1
bachata,tropical,1
tropical,latin_rock,1
rock,outsider,2
bluegrass,pop_rock,1
pop_standards,brazilian,1
progressive_rock,rockabilly,4
indie,ccm,1
hard_rock,psychedelic_pop,2
madchester,blues_rock,1
indie_rock,electro,2
country_pop,r&b,7
classical,popular,3
soul,minneapolis_sound,4
indie_pop,idm,2
progressive_jazz,third_stream,1
alternative_pop,fusion,1
electronic,drone,2
new_wave,sunshine_pop,1
trap,horrorcore,2
big_band,jazz_funk,1
r&b,edm,16
electronic,cool_jazz,1
dance,progressive_pub,1
blues,skiffle,2
sunshine_pop,psychedelic_pop,2
hi_nrg,gospel,1
third_space,folk_rock,1
power_metal,latin_rock,1
electronica,neoclassical,1
alternative_hip_hop,jazz_rap,1
reggae_rock,electro_pop,1
tejano,heavy_metal,1
ambient,soul,3
hard_bop,dixieland,1
soundtrack,jingles,1
film,americana,1
texas_blues,jazz_blues,1
hardcore_hip_hop,old_school_hip_hop,1
latin,ranchera,1
synth_pop,karaoke,1
pop,club_dance,1
folk_pop,alternative,2
alternative_pop,alternative_r&b,1
vocal,blues,2
azerbaijani_jazz,soul_jazz,1
experimental_rock,art_rock,29
experimental_rock,film,2
skiffle,folk_rock,1
grindcore,electronic,1
afro_cuban_jazz,classical,1
comedy_pop,geek_rock,1
funk,acoustic_rock,1
post_punk,synth_punk,1
choro,waltz,1
traditional_pop,milonga,1
ragtime,swing,1
funk,soul_jazz,1
european_free_jazz,yass,1
halloween,nightcore,1
indie_pop,garage_rock,1
m_base,yass,1
conga,abakuá,1
pop,wagnerian_rock,1
industrial_metal,post_hardcore,1
tejano,country_rock,1
traditional_pop,classical,1
post_punk,dream_pop,3
pop,grunge,2
library,blue_eyed_soul,1
library,hard_rock,1
classical,bedroom_pop,1
funk,christian,1
avant_garde_rock,world,1
horrorcore,death_rap,1
folk_rock,american_folk,1
christmas,big_band,1
french_pop,musical,1
gangsta_rap,heavy_metal,1
jazz,jazz_rock_fusion,1
flamenco,progressive_rock,3
glam_rock,soundtrack,1
cuban_rumba,santería,1
easy_listening,lo_fi,1
lounge,arena_rock,1
contemporary,trip_hop,1
alternative_r&b,experimental_hip_hop,1
r&b,smooth_soul,6
country,indie_pop,5
blue_comedy,musical_comedy,5
ambient_folk,alternative,1
electronic,bedroom_pop,1
contemporary,reggae_fusion,1
anthem_trance,nightcore,1
blues_rock,acoustic_blues,1
dixieland,free_jazz,1
new_age,orchestral_pop,1
bedroom_pop,blue_eyed_soul,1
heavy_metal,bluegrass,2
eclectic,international,1
alternative,dream_pop,2
soft_rock,jingles,1
eurodance,progressive_house,1
new_mexico,western,2
bluegrass_gospel,hillbilly,1
latin_rock,cumbia,2
video_game,progressive_pub,1
porro,bambuco,1
alternative_rock,reggae_fusion,1
pop_rock,moody,1
hard_rock,progressive_pub,1
experimental,jingles,1
classical,atonal,1
oriented_rock,acapella,1
southern_rock,jam,4
soul,samba_rock,1
blues_rock,blues_rock,2
surf_rock,classical_crossover,1
reggae,britpop,1
down_tempo,sports,1
american_roots,punk_rock,1
neo_bop_jazz,latin_jazz,1
dance_pop,indie_rock,4
punk_rock,rockabilly,12
post_hardcore,americana,1
electro_industrial,techno,1
reggae,trap,1
black_metal,progressive_rock,1
classical,opera,10
rockabilly,oi!,1
avant_garde,house,1
musique_concrete,electro_acoustic,1
indo_jazz,jazz_fusion,1
new_wave,grunge,2
post_punk,neo_psychedelic,1
blue_eyed_soul,karaoke,1
bebop,neo_bop_jazz,1
disco,boogie,3
alternative_rock,ska,9
britpop,garage_punk,1
post_hardcore,deathcore,1
glam_rock,comedy_rock,1
big_beat,classical,1
thrash_metal,world,1
post_punk,cuidado!,1
industrial_rock,experimental_rock,3
the_motown,soul,1
contemporary_christian,alternative_rock,1
art_song,psychedelic_rock,1
hip_hop,death_rap,1
pop,native_american,1
easy_listening,latin_pop,1
neo_psychedelic,classical,1
library,baroque_pop,1
zydeco,folk,1
blues,doo_wop,4
soukous,congolese_rumba,1
comedy_hip_hop,dirty_rap,1
pop_rock,alternative_r&b,1
alternative_rock,incidental,1
christian_pop,roots_rock,2
nu_metal,post_rock,1
experimental,jazz_fusion,6
rock,folk_blues,1
hip_hop,blues_rock,1
europop,art_pop,1
alternative_metal,punk_rock,16
progressive_rock,lo_fi,1
rock,neue_deutsche_welle,1
hard_rock,football_chant,1
bebop,folk_jazz,1
baroque_pop,cabaret,1
new_acoustic,contemporary_folk,1
free_improvisation,punk_jazz,1
rock,jazz_rock_fusion,1
jazz_rap,southern_hip_hop,1
world,orchestral,1
indie_pop,synth_pop,25
new_wave,classical_crossover,1
ambient_pop,alternative_r&b,1
indo_jazz,traditional_jazz,1
trip_hop,melodic_dubstep,1
baroque_pop,alternative,3
reggae,musique_concrete,1
indo_jazz,afro_cuban_jazz,1
country_rock,alternative_country,15
rock_against_communism,white_power,1
pop_punk,electronic,1
reggae,dance_pop,1
americana,country_soul,1
grunge,pop_rock,4
r&b,urban_pop,1
gospel,gospel_blues,2
pop,brill_building,2
folk,rockabilly,8
cool_jazz,electro_pop,1
industrial_rock,indietronica,1
industrial,drone,1
obscuro,jewish_punk,1
nu_metal,progressive_rock,2
metal,blues,1
psychedelic_folk,sound_collage,1
comedy_rock,rock,2
americana,flamenco_fusion,1
orchestral,grunge,1
protest_song,folk,1
obscuro,marching_band,1
disco,latin_pop,1
traditional_irish,folk,7
electro_pop,alternative,4
funk,singer_songwriter,2
jam_rock,neo_psychedelic,1
hip_hop,acid_rap,1
southern_rock,rockabilly,2
progressive_metal,celestial_metal,1
blues_rock,electronic,3
country,reggaeton,1
folk_punk,psychobilly,1
doo_wop,nightcore,1
electronic_rock,dream_pop,1
cape_jazz,west_coast_jazz,1
french_pop,electronica,3
experimental,sunshine_pop,1
electronic,remixes,1
art_pop,electro_pop,9
art_punk,pop_rock,1
r&b,jazz_fusion,19
singer_songwriter,pop,20
noise,minimalism,1
funk,baroque_pop,1
new_wave,harmony_pop,1
edm,electro_house,1
bedroom_pop,folk,1
rock,swamp_rock,6
singer_songwriter,blues_rock,1
black_metal,crust_punk,1
singer_songwriter,cool_jazz,1
old_school_hip_hop,funk,2
rap,spoken_word,1
art_pop,glam_rock,2
pop_rock,contemporary_classical,1
opera,show_tunes,1
art_pop,alternative_r&b,4
progressive_bluegrass,country_rock,2
acoustic,classical,6
pop,go_go,1
spoken_word,art_pop,1
ambient_folk,blues,1
liturgy,israeli,1
easy_listening,jazz_funk,1
library,bedroom_pop,1
pop_soul,indie_folk,1
sunshine_pop,lounge,1
jangle_pop,rock&roll,1
ambient,christmas,1
progressive_rock,post_progressive,1
classical_crossover,nursery_rhymes,1
social_commentary,character_comedy,1
dance,laïko,1
dance,video_game,1
improvisational_comedy,observational_comedy,3
avant_garde,jazz_fusion,4
folk_punk,bluegrass,2
art_rock,literary_realism,1
folk_rock,avant_garde_rock,1
instrumental_guitar,rock&roll,1
country,ragtime,2
dance,acid_jazz,3
classical,blue_eyed_soul,1
folk,ninja_core,1
observational,word_play,1
metalcore,technical_death_metal,2
ska,irish,1
pop,crime_fiction,1
worship,southern_gospel,1
doom_metal,thrash_metal,2
soft_rock,lo_fi,1
blues,mariachi,1
heavy_metal,film,2
jazz_fusion,organ_trio,1
art_pop,karaoke,1
dance,middle_of_the_road,1
noise,dark_wave,1
folk_jazz,new_acoustic,1
latin_jazz,new_age,1
tango,folk,1
alternative_music,folk_rock,1
electro_pop,disco,5
acoustic,acoustic,2
electronica,contemporary,1
folk_rock,soft_rock,33
new_wave,pop_punk,7
black_gospel,northern_soul,1
gospel_blues,ragtime,1
halloween,indie_rock,1
alternative_rock,soul,24
heavy_metal,stoner_rock,8
soft_rock,christmas,2
blue_eyed_soul,musical,1
musique_concrete,indie_rock,1
folk_rock,college_rock,2
edm,christian_hip_hop,1
vaudeville,comedy_song,1
cape_jazz,european_free_jazz,1
library,nostalgia,1
mpb,maracatu,1
sludge_metal,ambient,1
heavy_metal,avant_garde_metal,2
texas_country,western_swing,1
dub,electronica,3
hard_rock,teen_pop,1
new_wave,electro,1
deathrock,classical,1
electronic_rock,indietronica,3
chamber_jazz,european_free_jazz,1
acoustic_rock,anti_folk,1
math_rock,instrumental_rock,2
video_game,teen_pop,1
industrial_metal,western,1
soul,highlife,1
electronic,free,1
grunge,hip_hop,3
neo_folk,martial_industrial,1
guaracha,bambuco,1
idm,anti_folk,1
pop,europop,12
americana,classical,2
americana,tejano,1
azerbaijani_jazz,progressive_jazz,1
glam_rock,post_progressive,1
reggae,mento,1
j_synth,fusion,1
r&b,sunshine_pop,1
second_line,funk,1
pop,eurobeat,1
melodic_hardcore,heavy_metal,2
tejano,pop,3
punk_rock,black_metal,1
swamp_rock,pop_noir,1
punk,electronica,1
swedish_folk,schlager,1
electro_industrial,experimental_rock,1
indie_pop,europop,2
french_pop,standards,1
pop,funk_rock,5
christian,christian_rock,1
power_metal,jazz_fusion,1
surf,fingerstyle,1
blues,hokum,2
murga,música_rioplatense,1
pop,chamber_pop,2
mathcore,extreme_metal,1
electric_blues,new_orleans_blues,1
chillout,new_age,1
disco,hip_hop_soul,1
synth_pop,contemporary,1
reggae,world_fusion,1
rock&roll,rock,31
dance_pop,club_dance,1
singer_songwriter,rock&roll,2
deep_house,dance,2
jazz_fusion,avant_garde_rock,1
rock_en_español,alternative_rock,2
funk_rock,rock,10
soft_rock,country_folk,2
zouk,caribbean,1
european_free_jazz,jazz_funk,1
baroque_pop,burlesque,1
southern_hip_hop,gangsta_rap,7
acoustic,songwriter,1
roots,honky_tonk,1
sunshine_pop,art_rock,1
country_pop,bluegrass,4
surf,indie_rock,1
neotraditional_country,salsa,1
dark_ambient,dark_cabaret,1
instrumental_synth,lounge,1
light_rock,folk_rock,1
spoken_word,underground_hip_hop,1
hip_hop,rock_opera,1
traditional_pop,pop,9
ambient,house,1
blue_eyed_soul,alternative_rock,4
grunge,alternative,2
funk,down_tempo,1
singer_songwriter,house,1
pop_rock,j_rock,1
slowcore,spoken_word,1
indie_folk,world,1
rock,gospel,41
meditation,wellness,1
southern_rock,acid_rock,1
polka,tejano,1
pop,proto_punk,1
cajun,zydeco,5
blues,surf,1
blue_eyed_soul,nursery_rhymes,1
southern_soul,americana,1
torch,swing,1
bedroom_pop,progressive_pub,1
instrumental_rock,post_punk,2
alternative_hip_hop,slam_poetry,1
electronic_rock,deathcore,1
new_wave,noise_rock,1
acoustic_rock,classical_guitar,1
melodic_death_metal,crust_punk,1
post_punk,folk_rock,7
rock&roll,post_hardcore,1
soul,goth_rock,1
country_pop,indie_pop,1
death_doom,alternative_metal,1
indie_pop,indie_electronic,1
synth_pop,indietronica,4
funk_rock,post_punk,1
orchestral_pop,bubblegum_pop,1
library,ambient,1
metal,funk,1
synth_pop,dark_wave,5
guitarist,songwriter,1
rock&roll,disco,4
r&b,indie_pop,10
lounge,art_pop,1
casiocore,nursery_rhymes,1
third_stream,yass,1
drum&bass,grime,1
hip_hop,uk_garage,10
breakbeat,soundtrack,1
harmony_pop,jangle_pop,1
alternative_rock,heavy_rock,1
thrash_metal,hardcore_punk,15
alternative_metal,industrial_metal,23
bedroom_pop,doo_wop,1
post_hardcore,rap_rock,2
middle_of_the_road,football_chant,1
progressive_rock,football_chant,1
country_rock,new_wave,1
balkan,irish_folk,1
bedroom_pop,soundtrack,1
progressive_rock,symphony,1
alternative_hip_hop,g_funk,1
the_motown,r&b,1
soft_rock,power_pop,2
crossover_thrash,heavy_metal,12
library,sunshine_pop,1
folk,dark_ambient,1
heavy_metal,electronica,7
lo_fi,pop_punk,1
hip_hop,urban_contemporary,1
spoken_word,twee_pop,1
southern_soul,gospel,2
ambient,contemporary_classical,3
alternative_metal,art_rock,2
symphony,sympho_rock,1
psychedelic,gothic_folk,1
haitian_folk,louisiana_folk,1
heavy_metal,post_metal,1
industrial_metal,shock_rock,1
progressive_rock,process,1
hip_hop,oriented_rock,1
hip_hop,dirty_gospel,1
guajira,guaracha,3
drone_metal,experimental,1
show_tuness,cabaret,1
disco_house,eurodance,1
r&b,soul_funk,1
new_age,halloween,1
progressive_rock,new_prog,3
gothic_metal,power_metal,1
folk,dream_pop,5
europop,doo_wop,1
spoken_word,performance_art,1
spoken_word,jangle_pop,1
rock,jangle_pop,4
funk,video_game,1
punk,post_punk,7
down_tempo,film,1
alternative_rock,chicano_rock,3
rock&roll,hard_rock,31
heartland_rock,jazz,1
lounge,progressive_rock,1
alternative_music,pop_rock,1
insult_comedy,surreal_humiddle_of_the_road,1
southern_rock,worship,1
horrorcore,comedy_rap,1
country,r&b,65
funk_rock,rap_metal,1
alternative_rock,post_progressive,1
industrial,electro_acoustic,1
arena_rock,pop_rock,4
instrumental_rock,jazz_fusion,22
big_band,classical_crossover,2
afrobeat,folk_jazz,1
indie,psychedelic_rock,3
rock_en_español,psychedelic_rock,1
hip_hop,halloween,1
rock,ballads,1
post_rock,folk,6
blues,outsider,3
rap_rock,alternative_metal,4
desert_rock,rockabilly,1
heavy_metal,thrash_metal,72
hip_hop_soul,gospel,6
soul,rap,2
experimental_pop,electronic,1
soul,french_pop,1
skate_punk,anarcho_punk,1
alternative_rock,indie_pop,64
lounge,indie_pop,3
minneapolis_sound,latin_pop,1
latin,dance_pop,3
heartland_rock,contemporary,2
chamber_pop,progressive_pop,1
folk,soul_jazz,1
delta_blues,blues_rock,1
post_hardcore,ambient,2
country,music,1
art_punk,americana,1
latin_alternative,world_beat,1
christian_pop,christian_edm,1
trip_hop,eurodance,1
jewish_hip_hop,alternative_hip_hop,1
pop_standards,show_tunes,1
novelty,tribute,1
acoustic,metalcore,1
post_rock,psychedelic_soul,1
glam_metal,screamo,1
west_coast_hip_hop,trip_hop,2
funk,progressive_pop,1
garage,urban,1
folk_rock,roots,5
mpb,alternative_rock,4
doo_wop,twee_pop,1
torch,jazz_pop,1
shoegaze,southern_rock,1
dance,psychedelic_pop,1
documentary,sketch_comedy,1
pop_rock,folktronica,1
k_pop,rap,1
steampunk,parody,1
worship,folk_rock,2
hip_hop,elevator,1
indie_folk,reggae,2
electronic,techno,4
country,jam,1
word_play,sitcom,1
anti_folk,blues,1
library,spoken_word,1
alternative_metal,indie_pop,1
digital_hardcore,illbient,1
gospel,spanish,1
dub,garage_rock,3
halloween,teen_pop,1
shock_rock,experimental_rock,2
rock,indian_classical,1
italo_disco,europop,1
garage_rock,rock,11
library,football_chant,1
surf_rock,acapella,1
dance,electro_hop,1
art_rock,acapella,1
jazz_fusion,americana,2
experimental,dream_pop,2
dansband,music,6
pop_punk,tech_house,1
cabaret,lounge,1
country_rock,art_rock,1
nu_metal,progressive_metal,3
music,melodic_death_metal,2
space_rock,proto_punk,1
reggae,chamber_pop,1
gospel,folk,48
folk,jangle_pop,2
library,bubblegum_pop,1
punk_rock,ska,12
african,world,2
nu_metal,grindcore,1
surf_rock,christmas,1
shock_rock,art_rock,1
classical,middle_of_the_road,1
industrial_metal,bluegrass,1
rock,flamenco,7
soul,opm,2
christian,opera,1
sephardic,sevdalinka,1
acoustic,screamo,1
truck_driving_country,swamp_rock,1
pop_hip_hop,dance_pop,1
bubblegum_pop,sports,1
experimental,neo_folk,2
blues_rock,low_rock,1
post_punk,spoken_word,2
dance,spoken_word,1
no_wave,mpb,1
experimental_hip_hop,psychedelic_pop,1
hip_hop,blues_rap,1
west_end,ccm,1
orchestral_pop,indie_rock,1
rock_opera,broadway,1
baroque_pop,dance_pop,1
hip_hop,bedroom_pop,1
folk_metal,funeral_doom_metal,1
cabaret,doo_wop,1
post_bop,progressive_jazz,1
western_swing,vocal_jazz,1
avant_garde,minimalism,1
west_coast_hip_hop,hip_hop_soul,1
bakersfield_sound,soul,1
classical_crossover,anthem_trance,1
funk,nursery_rhymes,1
harmony_pop,art_rock,1
stoner_metal,doom_metal,3
classic_rock,acoustic,1
sophisti_pop,quiet_storm,1
modal_jazz,nu_jazz,1
power_metal,eurobeat,1
pop,avant_garde_jazz,1
latin_rock,soft_rock,1
library,chamber_pop,1
pop,mexican_cumbia,1
grunge_rock,pop,1
new_age,comedy_rock,1
pop_punk,avant_garde_pop,1
dark_ambient,black_metal,2
folk,show_tunes,1
rock,grunge,9
m_base,swing,1
acoustic_rock,art_pop,1
latin_jazz,afro_cuban_jazz,1
post_hardcore,pop_rock,7
cabaret,contemporary,1
post_hardcore,sludge_metal,1
industrial_rock,rock,4
post_grunge,melodic_death_metal,1
folk,electric_blues,1
symphonic_rock,hard_rock,5
post_rock,electronic,4
synth_pop,trip_hop,5
novelty,indie_pop,2
french_pop,dark_pop,1
funk,rockabilly,2
rap_rock,dub,2
surf_rock,progressive_pub,1
rock_pop,folk,1
funk_blues,funk,1
electronic,musique_concrete,1
bubblegum_pop,arena_rock,1
instrumental_rock,funk,1
swamp_blues,harmonica_blues,1
ragtime,stride,1
jewish_rock,reggae_rock,1
pop,nostalgia,1
cool_jazz,latin_jazz,1
celtic,christian_new_age,1
western_swing,jazz,7
lo_fi,tribute,1
acoustic,bossa_and_others,1
bollywood,classical,1
opm,show_tunes,1
indietronica,alternative_dance,1
dance,avant_garde_pop,1
rock,tribute,1
screamo,hip_hop,1
americana,pop,20
psychobilly,country_rock,1
swing,neo_swing,1
blues,gypsy_jazz,1
soul,emo_pop,1
baroque_pop,blue_eyed_soul,1
thrash_metal,extreme_metal,4
uk_garage,electro_house,1
free_improvisation,electronic,1
library,new_age,1
traditional_jewish,exotica,1
afrobeat,free_funk,1
synth_pop,dub,1
power_pop,geek_rock,1
smooth_jazz,neo_swing,1
bebop,punk_jazz,1
christian_r&b,ccm,1
blues_rock,glam_punk,1
club,r&b,2
new_age,musique_concrete,1
elektro,musical_pop,1
post_grunge,hard_rock,55
acoustic_rock,jingles,1
house,indie_pop,4
swing,blue_eyed_soul,3
progressive,electronic,1
bedroom_pop,arena_rock,1
traditional_folk,childrens,1
progressive,symphonic,1
electro_pop,alternative_dance,2
nostalgia,nightcore,1
post_punk,post_rock,1
compas,world_beat,1
neue_deutsche_härte,industrial_metal,1
alternative_rock,acid_house,2
industrial_rock,dark_ambient,1
hindustani_classical,pop,1
dark_cabaret,glam_rock,1
glam_rock,down_tempo,1
synthwave,alternative_metal,1
singer_songwriter,electro_pop,1
progressive_rock,novelty,1
roots,hip_hop,1
experimental,doo_wop,2
performance_art,art_rock,1
alternative_hip_hop,electro,2
new_age,video_game,1
symphonic_rock,progressive_metal,1
cloud_rap,new_age,1
blue_eyed_soul,acapella,1
anti_folk,americana,2
progressive_rock,acoustic,1
film,edm,1
soul,traditional_blues,1
trance,dark_wave,1
experimental,breakbeat,1
psychedelic_folk,folk_pop,1
american_folk,struggle_&_protest,1
vocal_jazz,jazz_blues,2
dance,casiocore,1
punk_rock,cowpunk,3
heavy_metal,monster_rock,1
soft_rock,soul,19
vocal_jazz,cool_jazz,3
process,ambient,1
alternative_pop,soul,2
ccm,hip_hop,1
pop_rock,dance_punk,1
southern_metal,death_metal,1
cumbia,porro,1
jazz,traditional_pop_country,1
post_punk,art_rock,8
world_fusion,jingles,1
synth_pop,jingles,1
vaudeville,old_time,1
gangsta_rap,soul,1
light_opera,popular,2
r&b,emo_pop,2
death_metal,country,1
folk_rock,australian_rock,1
pop_punk,electro,1
harmony_pop,twee_pop,1
ambient,new_weird_america,1
rock,synth_pop,21
neo_bop_jazz,chamber_jazz,1
deep_house,r&b,1
western_swing,neo_swing,1
jazz,norteño,1
country_rock,folk_pop,1
glam_rock,breakbeat,1
jazz_mugham,jazz_funk,1
show_tunes,traditional_pop,1
experimental,ska_punk,1
electronic_rock,karaoke,1
comedy_rock,art_rock,1
rock&roll,doo_wop,15
latin,western,2
folk,folk_rock,95
pop,burlesque,1
art_song,new_weird_america,1
art_punk,metalcore,1
southern_rock,christian_rock,3
neoclassical,blues,1
bedroom_pop,casiocore,1
jazz,avant_garde,8
psychedelic_pop,progressive_rock,1
dance,k_pop,2
old_time,jazz,1
jazz_fusion,afro_cuban_jazz,1
opera,israeli,1
post_punk_revival,alternative_rock,11
aor,power_metal,1
smooth_jazz,sophisti_pop,1
blues,folk_pop,3
hard_rock,synth_pop,6
post_bop,swing,1
experimental,bubblegum_pop,1
christmas,world_fusion,1
down_tempo,space_rock,1
country_rap,country,3
comedy,blues,1
tribute,progressive_pop,1
heavy_metal,skate_punk,3
broadway,country,1
punk_rock,neo_progressive_rock,2
electronica,crossover_thrash,1
funk_metal,indie_rock,2
folk,mariachi,1
psychedelic,drone,2
avant_garde_jazz,flamenco,1
hindi,punjabi,1
surf,garage,1
fusion,new_acoustic,1
casiocore,jangle_pop,1
electro_pop,avant_garde,1
psychedelic_rock,garage_punk,2
rock,bubblegum_rock,1
horrorcore,southern_hip_hop,1
country_rock,cowpunk,2
eurodance,world,1
psychedelic_pop,down_tempo,1
middle_of_the_road,anthem_trance,1
stoner_rock,space_rock,2
rap_rock,garage_rock,1
glam_rock,progressive_pub,1
groove_metal,power_metal,3
bubblegum_pop,comedy,1
gothic_rock,industrial_rock,5
christmas,classical,1
reggae,tribute,1
alternative_rock,choral,1
post_rock,folk_metal,1
folk,garage,1
chamber_jazz,indo_jazz,1
country_pop,emo,1
pop,religious,1
funk,jam,1
pop,traditional_jazz,1
pop,contemporary_r&b,6
classical_crossover,christian,1
alternative_r&b,trip_hop,7
art_punk,rap_rock,1
folk_rock,punk_rock,14
freak_folk,latin,1
hardcore,punk,3
punk_blues,art_rock,1
mainstream_jazz,swing,1
persian_pop,r&b,1
punk_rock,riot_grrrl,6
vocal_jazz,cabaret,4
progressive_rock,soca,1
visual_kei,alternative_rock,1
melodic_hardcore,screamo,2
surf_rock,halloween,1
southern_hip_hop,crunk,2
bolero,habanera,1
fingerstyle_guitar,classical,1
alternative_hip_hop,indie_pop,4
blues,christmas,2
elevator,twee_pop,1
southern_hip_hop,dirty_rap,1
jazz_fusion,reggae,1
nasheed,rock,1
black_comedy,sketch_comedy,1
traditional_pop,country_pop,1
comedy_rock,tribute,1
industrial_hip_hop,dark_ambient,1
hard_bop,jazz_rap,1
organ_trio,progressive_jazz,1
indo_jazz,organ_trio,1
hardcore_punk,speedcore,1
